agent,annualized_return,annualized_volatility,capital_preservation_rate_95pct_hwm,device,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,ticker,timesteps,var_95,var_95_violation_rate
ppo_standalone,-0.00046696055670477125,0.004231046159298324,0.995080678065048,cpu,998185.2667803015,test_legacy,0.008486532988394413,True,7,-0.11038690569082238,AAPL,50000,0.0,0.00510204081632653
ppo_standalone,-0.0007004038445679623,0.004368484213252775,0.994177191806723,cpu,997278.9617020518,test_legacy,0.008486532988394413,True,13,-0.16038143849591224,AAPL,50000,0.0,0.00510204081632653
ppo_standalone,-0.00046696055670477125,0.004231046159298324,0.995080678065048,cpu,998185.2667803015,test_legacy,0.008486532988394413,True,19,-0.11038690569082238,AAPL,50000,0.0,0.00510204081632653
ppo_standalone,-0.0009568471414472588,0.004508038098064825,0.9931853920830875,cpu,996284.0676260712,test_legacy,0.008486532988394413,True,23,-0.21234769580987806,AAPL,50000,0.0,0.006122448979591836
ppo_standalone,-0.0005942529652160718,0.004238444566794131,0.9945879477449028,cpu,997690.999172753,test_legacy,0.008486532988394413,True,29,-0.14024185793144536,AAPL,50000,0.0,0.006122448979591836
ppo_standalone,-0.0014036080918571271,0.006623016374071527,0.9910619104422868,cpu,994552.5810092065,test_legacy,0.010060713301037638,True,37,-0.21207261580051803,AAPL,50000,0.0,0.007142857142857143
ppo_standalone,-0.00046696055670477125,0.004231046159298324,0.995080678065048,cpu,998185.2667803015,test_legacy,0.008486532988394413,True,42,-0.11038690569082238,AAPL,50000,0.0,0.00510204081632653
ppo_standalone,-0.00150804262210041,0.0054854498943646005,0.9910561201133088,cpu,994148.1524625546,test_legacy,0.009518236967461458,True,53,-0.27511639310387653,AAPL,50000,0.0,0.007142857142857143
ppo_standalone,-0.00046696055670477125,0.004231046159298324,0.995080678065048,cpu,998185.2667803015,test_legacy,0.008486532988394413,True,67,-0.11038690569082238,AAPL,50000,0.0,0.00510204081632653
ppo_standalone,-0.006070684398365705,0.013319092626027729,0.9717011580431487,cpu,976598.0076330123,test_legacy,0.032472136196009194,True,89,-0.4571717845973104,AAPL,50000,0.0,0.017346938775510204
ppo_standalone,8.606737727315411e-05,0.007783312370111418,0.9934501691956596,cpu,1000334.7480799832,test_legacy,0.014420657325455055,True,7,0.01105723557205501,AMAT,50000,0.0,0.004081632653061225
ppo_standalone,-0.00041820290430412654,0.008628536890602877,0.9915035486764352,cpu,998374.6375408886,test_legacy,0.014420657325455055,True,13,-0.048476663587134185,AMAT,50000,0.0,0.00510204081632653
ppo_standalone,-0.0002744380816566153,0.007801875708896781,0.9920582309975304,cpu,998933.1637932787,test_legacy,0.014420657325455055,True,19,-0.03518002237716248,AMAT,50000,0.0,0.00510204081632653
ppo_standalone,-0.0001904512280322562,0.008611099380033953,0.9923823809146421,cpu,999259.5600592702,test_legacy,0.014420657325455055,True,23,-0.022118645545523594,AMAT,50000,0.0,0.00510204081632653
ppo_standalone,-0.0002744380816566153,0.007801875708896781,0.9920582309975304,cpu,998933.1637932787,test_legacy,0.014420657325455055,True,29,-0.03518002237716248,AMAT,50000,0.0,0.00510204081632653
ppo_standalone,-0.00021369583631569402,0.014688536090152185,0.9848663074159124,cpu,999169.2171204225,test_legacy,0.022423374946620722,True,37,-0.014549874915483436,AMAT,50000,0.0,0.007142857142857143
ppo_standalone,8.164358042379632e-05,0.007770161478753523,0.9934330798023112,cpu,1000317.5402576685,test_legacy,0.014420657325455055,True,42,0.010506677384759393,AMAT,50000,0.0,0.004081632653061225
