agent,annualized_return,annualized_volatility,bootstrap_paths,capital_preservation_rate_95pct_hwm,device,final_portfolio_value,fold_id,max_drawdown,mc_dropout,mc_passes,meets_95pct_preservation_goal,seed,sharpe_ratio,ticker,timesteps,uncertainty_mode,var_95,var_95_violation_rate
ppo_with_uncertainty_guard_epistemic,0.13886825992505755,0.2749203326257057,32,0.9565674121731219,cpu,1658132.0942988927,test_legacy,0.3336052190972467,0.1,20,True,7,0.47299135178773755,AAPL,50000,epistemic,-0.02884908158289754,0.05
ppo_with_uncertainty_guard_epistemic,0.039659601291871065,0.11490107830414276,32,0.9806845699618376,cpu,1163289.6873743567,test_legacy,0.1689679966055857,0.1,20,True,13,0.3384937719169125,AAPL,50000,epistemic,-0.01138738764391869,0.05
ppo_with_uncertainty_guard_epistemic,0.13765074390833187,0.277169215786383,32,0.9565674121730682,cpu,1651249.1357739586,test_legacy,0.3336052192610055,0.1,20,True,19,0.46529449870827727,AAPL,50000,epistemic,-0.029189651360164513,0.05
ppo_with_uncertainty_guard_epistemic,0.008685295356546318,0.07198645516387005,32,0.9858418348976288,cpu,1034202.2064839344,test_legacy,0.11515653571970519,0.1,20,True,23,0.12013060048751208,AAPL,50000,epistemic,-0.007616829357168341,0.05
ppo_with_uncertainty_guard_epistemic,0.1436973092752707,0.27178657083656316,32,0.9565674121730731,cpu,1685642.1655850718,test_legacy,0.33360521924798403,0.1,20,True,29,0.4940133330272658,AAPL,50000,epistemic,-0.028090639030535058,0.05
ppo_with_uncertainty_guard_epistemic,0.14126798643372127,0.2663303270635086,32,0.9565675356762002,cpu,1671760.795967284,test_legacy,0.3335973045814631,0.1,20,True,37,0.49615015980647376,AAPL,50000,epistemic,-0.028135778632468876,0.05
ppo_with_uncertainty_guard_epistemic,0.1413705092184285,0.27109833775534287,32,0.9565674122455453,cpu,1672344.8980877418,test_legacy,0.33360517193300543,0.1,20,True,42,0.48775534765809436,AAPL,50000,epistemic,-0.02834043109381703,0.05
ppo_with_uncertainty_guard_epistemic,0.07608565750615909,0.17312012508868405,32,0.9698575855808116,cpu,1329991.4033593906,test_legacy,0.22567675921586106,0.1,20,True,53,0.4235787066363754,AAPL,50000,epistemic,-0.0177878832383624,0.05
ppo_with_uncertainty_guard_epistemic,0.12808081390245013,0.20379700499763162,32,0.9603009991293846,cpu,1597884.0897775104,test_legacy,0.2837513872566212,0.1,20,True,67,0.5913614881916813,AAPL,50000,epistemic,-0.020201414506882377,0.05
ppo_with_uncertainty_guard_epistemic,0.053090573686684746,0.1058747493768892,32,0.9720352522002267,cpu,1222831.7596446497,test_legacy,0.19174790155874666,0.1,20,True,89,0.4885883281269414,AAPL,50000,epistemic,-0.009959825872076777,0.05
ppo_with_uncertainty_guard_epistemic,0.21392398710115568,0.41663605858251224,32,0.9560241204320571,cpu,2125256.5446914653,test_legacy,0.4988191680525421,0.1,20,True,7,0.4652933879103618,AMAT,50000,epistemic,-0.04079839125771025,0.05
ppo_with_uncertainty_guard_epistemic,0.05664343826639175,0.11446219711011683,32,0.983225608774321,cpu,1238953.8337234198,test_legacy,0.17074364408216003,0.1,20,True,13,0.48135752452941816,AMAT,50000,epistemic,-0.01106828546412224,0.05
ppo_with_uncertainty_guard_epistemic,0.2175196351750012,0.4162550706614295,32,0.9560241204413505,cpu,2149842.108886867,test_legacy,0.4988190923672906,0.1,20,True,19,0.47282457827371704,AMAT,50000,epistemic,-0.04079669236962857,0.05
ppo_with_uncertainty_guard_epistemic,0.0584169542442869,0.1567839689705842,32,0.978244670853368,cpu,1247060.4581185887,test_legacy,0.26304247812687487,0.1,20,True,23,0.3621179851993688,AMAT,50000,epistemic,-0.016354425670030183,0.05
ppo_with_uncertainty_guard_epistemic,0.09750770758477102,0.14806278062099157,32,0.9825882164015787,cpu,1435954.18791494,test_legacy,0.2310969966455867,0.1,20,True,29,0.6283941761332741,AMAT,50000,epistemic,-0.014646398894786916,0.05
ppo_with_uncertainty_guard_epistemic,0.2043696311901812,0.3841814298476903,32,0.9584472411047239,cpu,2060942.4914704948,test_legacy,0.46947408116932043,0.1,20,True,37,0.48403231165177935,AMAT,50000,epistemic,-0.03729860587281379,0.05
ppo_with_uncertainty_guard_epistemic,0.20527388733143487,0.39068456129263396,32,0.9560300361402967,cpu,2066966.6174026509,test_legacy,0.49805639131801915,0.1,20,True,42,0.47789643139569354,AMAT,50000,epistemic,-0.03597307705852275,0.05
ppo_with_uncertainty_guard_epistemic,0.14394719038644116,0.2767397903531575,32,0.9670628208325873,cpu,1687074.8492416055,test_legacy,0.35899233803107067,0.1,20,True,53,0.48596066480717404,AMAT,50000,epistemic,-0.028312418703752406,0.05
ppo_with_uncertainty_guard_epistemic,0.21464875235961903,0.40725473083577995,32,0.9561597829396341,cpu,2130195.297440427,test_legacy,0.49421575596992573,0.1,20,True,67,0.47747724401579916,AMAT,50000,epistemic,-0.03932803777618394,0.05
ppo_with_uncertainty_guard_epistemic,0.1450817613903406,0.2551797430732449,32,0.9618039532419339,cpu,1693591.2487991266,test_legacy,0.38293971238317437,0.1,20,True,89,0.5309040438501392,AMAT,50000,epistemic,-0.021636884749037667,0.05
ppo_with_uncertainty_guard_epistemic,0.20574106262376776,0.4699152998815455,32,0.8157091150275532,cpu,2070084.0441698811,test_legacy,0.6276498892069572,0.1,20,False,7,0.39814473903455205,AMD,50000,epistemic,-0.04526755801690818,0.05
ppo_with_uncertainty_guard_epistemic,0.0029497292145602653,0.025734550253338262,32,0.958647515308357,cpu,1011520.13544013,test_legacy,0.04626966059851312,0.1,20,True,13,0.11445193725493469,AMD,50000,epistemic,-2.1947762910201617e-06,0.05
ppo_with_uncertainty_guard_epistemic,0.20269519461381352,0.5127016727247021,32,0.8156849833415287,cpu,2049821.895906605,test_legacy,0.6300021235970336,0.1,20,False,19,0.35998512683041484,AMD,50000,epistemic,-0.05080232654591858,0.05
ppo_with_uncertainty_guard_epistemic,0.18556180915192624,0.4038465907485228,32,0.8296704990160081,cpu,1938576.7649112332,test_legacy,0.5526043468285154,0.1,20,False,23,0.42148850523256004,AMD,50000,epistemic,-0.03920669516970854,0.05
