agent,annualized_return,annualized_volatility,bootstrap_paths,capital_preservation_rate_95pct_hwm,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,test_window,ticker,timesteps,train_window,var_95,var_95_violation_rate
ppo_standalone,-0.003546552182126962,0.009781265757035952,8,0.988995794090424,993269.5055913714,wf_2022_2023,0.01244882652674828,True,7,-0.3632248152365565,2022-01-01/2023-12-31,SPY,10000,2009-01-01/2021-12-31,0.0,0.016701461377870562
ppo_with_uncertainty_guard,0.014522833742891131,0.09327949204959175,8,1.0,1027785.3885696329,wf_2022_2023,0.11192100650349635,True,7,0.15457162728857313,2022-01-01/2023-12-31,SPY,10000,2009-01-01/2021-12-31,-0.009398812465534511,0.05010438413361169
ppo_standalone,-0.008674129149674055,0.019092235122395686,8,0.9790466083422867,983576.7031729951,wf_2022_2023,0.03325630342006014,True,19,-0.4563057122238208,2022-01-01/2023-12-31,SPY,10000,2009-01-01/2021-12-31,0.0,0.04384133611691023
ppo_with_uncertainty_guard,0.07103427372004156,0.16014156852078584,8,1.0,1139331.3667989867,wf_2022_2023,0.1707821903882356,True,19,0.42852536769293176,2022-01-01/2023-12-31,SPY,10000,2009-01-01/2021-12-31,-0.016692263739012423,0.05010438413361169
ppo_standalone,-0.010180196235058486,0.018301536465880317,8,0.9757942555989909,980738.3018874722,wf_2022_2023,0.029928105395022664,True,42,-0.5590940457482004,2022-01-01/2023-12-31,SPY,10000,2009-01-01/2021-12-31,0.0,0.03549060542797495
ppo_with_uncertainty_guard,0.053742424261193585,0.18079827873903884,8,1.0,1104621.5901366833,wf_2022_2023,0.20405828222434608,True,42,0.28953812722780153,2022-01-01/2023-12-31,SPY,10000,2009-01-01/2021-12-31,-0.017222896971817645,0.05010438413361169
