agent,annualized_return,annualized_volatility,capital_preservation_rate_95pct_hwm,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,ticker,timesteps,var_95,var_95_violation_rate
ppo_standalone,-0.004466584868592934,0.008795514361668123,0.9796852069500275,982741.6998324334,test_legacy,0.02198853018410063,True,7,-0.5089536420550156,AAPL,10000,0.0,0.011224489795918367
ppo_standalone,-0.003627084054313125,0.0065831499613435715,0.9829018755343504,985968.4040124387,test_legacy,0.017098124465649622,True,19,-0.5519531340202697,AAPL,10000,0.0,0.011224489795918367
ppo_standalone,-0.0035742990691953846,0.010259653411430746,0.981600199286753,986171.5509387502,test_legacy,0.019453239529782618,True,42,-0.34900269943547896,AAPL,10000,0.0,0.011224489795918367
ppo_standalone,-0.0035583587856092952,0.01925023669485595,0.9719313264141767,986232.9044133355,test_legacy,0.03409953814796585,True,7,-0.18517566634405716,AMAT,10000,0.0,0.013265306122448979
ppo_standalone,-0.0019217771420834333,0.011077394684191869,0.9857160856814361,992547.1430401503,test_legacy,0.018401594403027577,True,19,-0.17365080993074286,AMAT,10000,0.0,0.01020408163265306
ppo_standalone,-0.004105210202245099,0.025732368704209002,0.9646772969680905,984129.7158769456,test_legacy,0.041848544420111766,True,42,-0.15986224899025953,AMAT,10000,0.0,0.013265306122448979
ppo_standalone,0.0006858553498909034,0.028953962242003684,0.952639079170732,1002669.8587474808,test_legacy,0.054041777070145014,True,7,0.02367953974159926,AMD,10000,0.0,0.007142857142857143
ppo_standalone,-2.2074376482332105e-05,0.02327169837891896,0.9583941029671642,999914.1579397096,test_legacy,0.04309807337711269,True,19,-0.000948554299184104,AMD,10000,0.0,0.007142857142857143
ppo_standalone,-0.0034955136116664666,0.0448985193700346,0.9229702044957624,986474.8204459385,test_legacy,0.07971765294450017,False,42,-0.07798976140457027,AMD,10000,0.0,0.013265306122448979
ppo_standalone,0.0008563892698428099,0.031244354330333037,0.9791679911251078,1003334.5246684199,test_legacy,0.03255992260074103,True,7,0.027397539392307164,AMZN,10000,0.0,0.0163265306122449
ppo_standalone,-0.0009245497271827952,0.028647176910441403,0.9809941290989648,996409.3276546712,test_legacy,0.03362817946362817,True,19,-0.03228842633115907,AMZN,10000,0.0,0.01020408163265306
ppo_standalone,-0.0010763338806974185,0.041962033154179255,0.9632645809557776,995820.7603147839,test_legacy,0.04762676014130818,True,42,-0.025663901127290396,AMZN,10000,0.0,0.018367346938775512
ppo_standalone,-0.0014086281116988623,0.01720049272479898,0.9820390887505482,994533.1379064546,test_legacy,0.024746847326974075,True,7,-0.08195161464747891,AVGO,10000,0.0,0.012244897959183673
ppo_standalone,-0.0024385220681817973,0.013336153294220268,0.9826095844151057,990550.2099268035,test_legacy,0.018968949061852536,True,19,-0.18307160917130605,AVGO,10000,0.0,0.009183673469387756
ppo_standalone,-0.002007039259880558,0.02270888291319389,0.9768734508995646,992217.4463213944,test_legacy,0.03149338802679558,True,42,-0.08846943399877479,AVGO,10000,0.0,0.015306122448979591
ppo_standalone,0.003239362401078616,0.011385886343631154,0.9834105968787933,1012656.5855525743,test_legacy,0.016589403121206714,True,7,0.28404304960655186,AXP,10000,0.0,0.012244897959183673
ppo_standalone,0.0031345280099512574,0.007109523887574628,0.9910808720912829,1012245.131458929,test_legacy,0.008919127908717073,True,19,0.4401920283246333,AXP,10000,0.0,0.009183673469387756
ppo_standalone,0.001004159317213176,0.018754251871487427,0.9665145611027371,1003910.7317025679,test_legacy,0.03943980947028136,True,42,0.053515703960083406,AXP,10000,0.0,0.014285714285714285
ppo_standalone,-0.0009348833305315522,0.011959624590504881,0.9789800478458448,996369.2492587857,test_legacy,0.02497587232219245,True,7,-0.07820548084056847,BA,10000,0.0,0.009183673469387756
ppo_standalone,-0.0006555433331349227,0.007732771662248262,0.9866315283297405,997453.0777744723,test_legacy,0.013368471670259452,True,19,-0.08480074966074319,BA,10000,0.0,0.009183673469387756
ppo_standalone,-0.0032042651399936226,0.01761469799849138,0.9636042765112707,987596.5270489741,test_legacy,0.03672529764754595,True,42,-0.1821990287562776,BA,10000,0.0,0.014285714285714285
ppo_standalone,-0.007999369498005456,0.01022059679351492,0.969248983149874,969248.9831498739,test_legacy,0.030751016850126045,True,7,-0.7858064974209693,BLK,10000,0.0,0.012244897959183673
ppo_standalone,-0.003644097867190104,0.005446223544235522,0.9859029317182393,985902.9317182393,test_legacy,0.015278685206816522,True,19,-0.6703080269885131,BLK,10000,0.0,0.007142857142857143
ppo_standalone,-0.006162829896300137,0.010382299071527566,0.9762459596729299,976245.95967293,test_legacy,0.027872283467755832,True,42,-0.5954176387204668,BLK,10000,0.0,0.009183673469387756
ppo_standalone,0.006566208634192314,0.018267511112423456,0.9731370134773359,1025778.4482763333,test_legacy,0.02740693038396458,True,7,0.35826928352672227,BRK-B,10000,0.0,0.04591836734693878
ppo_standalone,0.010424883300161222,0.0172488654019544,0.9873416744524557,1041155.7054309221,test_legacy,0.020061582187093197,True,19,0.6012467047418025,BRK-B,10000,0.0,0.027551020408163266
ppo_standalone,0.003539251557374459,0.012181536524084265,0.9996262988678284,1013834.2767725489,test_legacy,0.018634728611306217,True,42,0.29002557257521383,BRK-B,10000,0.0,0.0163265306122449
ppo_standalone,-0.0007669830433533114,0.006402390076370126,0.9892713681571598,997020.5910094904,test_legacy,0.01072863184284023,True,7,-0.11983935565782443,C,10000,0.0,0.011224489795918367
ppo_standalone,-0.0026003361368523393,0.006610367281185421,0.9848709885034266,989925.5021975541,test_legacy,0.015129011496573419,True,19,-0.393875294176781,C,10000,0.0,0.012244897959183673
ppo_standalone,-0.0073857418452505635,0.012868151279232428,0.9585187433482366,971582.6662576244,test_legacy,0.04148125665176339,True,42,-0.5760780915494984,C,10000,0.0,0.017346938775510204
ppo_standalone,-0.005742752640751984,0.00800685786991503,0.9778516576526666,977851.6576526666,test_legacy,0.02260675198940143,True,7,-0.7192823401357377,CAT,10000,0.0,0.012244897959183673
ppo_standalone,-0.00693462228586865,0.009388856647170154,0.9733009763011654,973300.9763011654,test_legacy,0.02812433991355756,True,19,-0.7411616904742645,CAT,10000,0.0,0.013265306122448979
ppo_standalone,-0.004585019156492442,0.013972562616166133,0.982287118181939,982287.118181939,test_legacy,0.0359997559313473,True,42,-0.3288953152557397,CAT,10000,0.0,0.014285714285714285
ppo_standalone,-0.02375194315633674,0.07006354980910927,0.8201445355098728,910753.207744813,test_legacy,0.20607024005317998,False,7,-0.3430958588304913,COPX,10000,-0.005775317237091837,0.05
ppo_standalone,0.018223285653713683,0.024483849568025632,0.9934240099247673,1072755.256953744,test_legacy,0.04035876959296114,True,19,0.7375929391846201,COPX,10000,0.0,0.019387755102040816
ppo_standalone,0.013434449794628555,0.01716081122696369,0.9852755566375729,1053267.516216454,test_legacy,0.014724443362427064,True,42,0.7776371484253511,COPX,10000,0.0,0.014285714285714285
ppo_standalone,0.004943586718959629,0.01435886996367242,0.9988262229505432,1019362.7683183813,test_legacy,0.028488932590249094,True,7,0.34343599540187986,COST,10000,0.0,0.017346938775510204
ppo_standalone,0.005068325142939945,0.012524646186812441,0.9992363386657932,1019854.9106654031,test_legacy,0.023439669530641805,True,19,0.4036409704179955,COST,10000,0.0,0.015306122448979591
ppo_standalone,0.0028994503417330603,0.01304609149796986,0.9906476548422469,1011322.9499352945,test_legacy,0.026445262321124208,True,42,0.22192239065403785,COST,10000,0.0,0.013265306122448979
ppo_standalone,-0.012103358068784124,0.0184553291203914,0.9537480143656699,953748.0143656699,test_legacy,0.05250182673893289,True,7,-0.6598145887740285,CRM,10000,0.0,0.012244897959183673
ppo_standalone,-0.012749108689625864,0.016480214219786588,0.9513258565925996,951325.8565925997,test_legacy,0.04890510514956603,True,19,-0.778567088365916,CRM,10000,0.0,0.012244897959183673
