date,portfolio_value,seed,agent
2022-02-01,1000000.0,19,ppo_standalone
2022-02-02,1004321.3287912472,19,ppo_standalone
2022-02-03,994609.3409644868,19,ppo_standalone
2022-02-04,996160.1372231841,19,ppo_standalone
2022-02-07,995102.1736125778,19,ppo_standalone
2022-02-08,997131.4335300073,19,ppo_standalone
2022-02-09,1000891.5973924694,19,ppo_standalone
2022-02-10,996208.482375248,19,ppo_standalone
2022-02-11,991160.7724393323,19,ppo_standalone
2022-02-14,990340.3693650308,19,ppo_standalone
2022-02-15,994053.8600070665,19,ppo_standalone
2022-02-16,994317.4368967412,19,ppo_standalone
2022-02-17,989288.4662408484,19,ppo_standalone
2022-02-18,988212.1874579901,19,ppo_standalone
2022-02-22,986564.8203971039,19,ppo_standalone
2022-02-23,983871.0792276165,19,ppo_standalone
2022-02-24,984776.2205560447,19,ppo_standalone
2022-02-25,984709.5398984859,19,ppo_standalone
2022-02-28,984709.5398984859,19,ppo_standalone
2022-03-01,984709.5398984859,19,ppo_standalone
2022-03-02,984709.5398984859,19,ppo_standalone
2022-03-03,984709.5398984859,19,ppo_standalone
2022-03-04,984709.5398984859,19,ppo_standalone
2022-03-07,984709.5398984859,19,ppo_standalone
2022-03-08,984709.5398984859,19,ppo_standalone
2022-03-09,984709.5398984859,19,ppo_standalone
2022-03-10,984709.5398984859,19,ppo_standalone
2022-03-11,984709.5398984859,19,ppo_standalone
2022-03-14,984709.5398984859,19,ppo_standalone
2022-03-15,984709.5398984859,19,ppo_standalone
2022-03-16,984709.5398984859,19,ppo_standalone
2022-03-17,984709.5398984859,19,ppo_standalone
2022-03-18,984709.5398984859,19,ppo_standalone
2022-03-21,984709.5398984859,19,ppo_standalone
2022-03-22,984709.5398984859,19,ppo_standalone
2022-03-23,984709.5398984859,19,ppo_standalone
2022-03-24,984709.5398984859,19,ppo_standalone
2022-03-25,984709.5398984859,19,ppo_standalone
2022-03-28,984709.5398984859,19,ppo_standalone
2022-03-29,984709.5398984859,19,ppo_standalone
2022-03-30,984709.5398984859,19,ppo_standalone
2022-03-31,984709.5398984859,19,ppo_standalone
2022-04-01,984709.5398984859,19,ppo_standalone
2022-04-04,984709.5398984859,19,ppo_standalone
2022-04-05,984709.5398984859,19,ppo_standalone
2022-04-06,984709.5398984859,19,ppo_standalone
2022-04-07,984709.5398984859,19,ppo_standalone
2022-04-08,984709.5398984859,19,ppo_standalone
2022-04-11,984709.5398984859,19,ppo_standalone
2022-04-12,984709.5398984859,19,ppo_standalone
2022-04-13,984709.5398984859,19,ppo_standalone
2022-04-14,984709.5398984859,19,ppo_standalone
2022-04-18,984709.5398984859,19,ppo_standalone
2022-04-19,984709.5398984859,19,ppo_standalone
2022-04-20,984709.5398984859,19,ppo_standalone
2022-04-21,984709.5398984859,19,ppo_standalone
2022-04-22,984709.5398984859,19,ppo_standalone
2022-04-25,984709.5398984859,19,ppo_standalone
2022-04-26,984709.5398984859,19,ppo_standalone
2022-04-27,984709.5398984859,19,ppo_standalone
2022-04-28,984709.5398984859,19,ppo_standalone
2022-04-29,984709.5398984859,19,ppo_standalone
2022-05-02,984709.5398984859,19,ppo_standalone
2022-05-03,984709.5398984859,19,ppo_standalone
2022-05-04,984709.5398984859,19,ppo_standalone
2022-05-05,984709.5398984859,19,ppo_standalone
2022-05-06,984709.5398984859,19,ppo_standalone
2022-05-09,984709.5398984859,19,ppo_standalone
2022-05-10,984709.5398984859,19,ppo_standalone
2022-05-11,984709.5398984859,19,ppo_standalone
2022-05-12,984709.5398984859,19,ppo_standalone
2022-05-13,984709.5398984859,19,ppo_standalone
2022-05-16,984709.5398984859,19,ppo_standalone
2022-05-17,984709.5398984859,19,ppo_standalone
2022-05-18,984709.5398984859,19,ppo_standalone
2022-05-19,984709.5398984859,19,ppo_standalone
2022-05-20,984709.5398984859,19,ppo_standalone
2022-05-23,984709.5398984859,19,ppo_standalone
2022-05-24,984709.5398984859,19,ppo_standalone
2022-05-25,984709.5398984859,19,ppo_standalone
2022-05-26,984709.5398984859,19,ppo_standalone
2022-05-27,984709.5398984859,19,ppo_standalone
2022-05-31,984709.5398984859,19,ppo_standalone
2022-06-01,984709.5398984859,19,ppo_standalone
2022-06-02,984709.5398984859,19,ppo_standalone
2022-06-03,984709.5398984859,19,ppo_standalone
2022-06-06,984709.5398984859,19,ppo_standalone
2022-06-07,984709.5398984859,19,ppo_standalone
2022-06-08,984709.5398984859,19,ppo_standalone
2022-06-09,984709.5398984859,19,ppo_standalone
2022-06-10,984709.5398984859,19,ppo_standalone
2022-06-13,984709.5398984859,19,ppo_standalone
2022-06-14,984709.5398984859,19,ppo_standalone
2022-06-15,984709.5398984859,19,ppo_standalone
2022-06-16,984709.5398984859,19,ppo_standalone
2022-06-17,984709.5398984859,19,ppo_standalone
2022-06-21,984709.5398984859,19,ppo_standalone
2022-06-22,984709.5398984859,19,ppo_standalone
2022-06-23,984709.5398984859,19,ppo_standalone
2022-06-24,984709.5398984859,19,ppo_standalone
2022-06-27,984709.5398984859,19,ppo_standalone
2022-06-28,984709.5398984859,19,ppo_standalone
2022-06-29,984709.5398984859,19,ppo_standalone
2022-06-30,984709.5398984859,19,ppo_standalone
2022-07-01,984709.5398984859,19,ppo_standalone
2022-07-05,984709.5398984859,19,ppo_standalone
2022-07-06,984709.5398984859,19,ppo_standalone
2022-07-07,984709.5398984859,19,ppo_standalone
2022-07-08,984709.5398984859,19,ppo_standalone
2022-07-11,984709.5398984859,19,ppo_standalone
2022-07-12,984709.5398984859,19,ppo_standalone
2022-07-13,984709.5398984859,19,ppo_standalone
2022-07-14,984709.5398984859,19,ppo_standalone
2022-07-15,984709.5398984859,19,ppo_standalone
2022-07-18,984709.5398984859,19,ppo_standalone
2022-07-19,984709.5398984859,19,ppo_standalone
2022-07-20,984709.5398984859,19,ppo_standalone
2022-07-21,984709.5398984859,19,ppo_standalone
2022-07-22,984709.5398984859,19,ppo_standalone
2022-07-25,984709.5398984859,19,ppo_standalone
2022-07-26,984709.5398984859,19,ppo_standalone
2022-07-27,984709.5398984859,19,ppo_standalone
2022-07-28,984709.5398984859,19,ppo_standalone
