date,portfolio_value,seed,agent
2022-07-29,984709.5398984859,19,ppo_standalone
2022-08-01,984709.5398984859,19,ppo_standalone
2022-08-02,984709.5398984859,19,ppo_standalone
2022-08-03,984709.5398984859,19,ppo_standalone
2022-08-04,984709.5398984859,19,ppo_standalone
2022-08-05,984709.5398984859,19,ppo_standalone
2022-08-08,984709.5398984859,19,ppo_standalone
2022-08-09,984709.5398984859,19,ppo_standalone
2022-08-10,984709.5398984859,19,ppo_standalone
2022-08-11,984709.5398984859,19,ppo_standalone
2022-08-12,984709.5398984859,19,ppo_standalone
2022-08-15,984709.5398984859,19,ppo_standalone
2022-08-16,984709.5398984859,19,ppo_standalone
2022-08-17,984709.5398984859,19,ppo_standalone
2022-08-18,984709.5398984859,19,ppo_standalone
2022-08-19,984709.5398984859,19,ppo_standalone
2022-08-22,984709.5398984859,19,ppo_standalone
2022-08-23,984709.5398984859,19,ppo_standalone
2022-08-24,984709.5398984859,19,ppo_standalone
2022-08-25,984709.5398984859,19,ppo_standalone
2022-08-26,984709.5398984859,19,ppo_standalone
2022-08-29,984709.5398984859,19,ppo_standalone
2022-08-30,984709.5398984859,19,ppo_standalone
2022-08-31,984709.5398984859,19,ppo_standalone
2022-09-01,984709.5398984859,19,ppo_standalone
2022-09-02,984709.5398984859,19,ppo_standalone
2022-09-06,984709.5398984859,19,ppo_standalone
2022-09-07,984709.5398984859,19,ppo_standalone
2022-09-08,984709.5398984859,19,ppo_standalone
2022-09-09,984709.5398984859,19,ppo_standalone
2022-09-12,984709.5398984859,19,ppo_standalone
2022-09-13,984709.5398984859,19,ppo_standalone
2022-09-14,984709.5398984859,19,ppo_standalone
2022-09-15,984709.5398984859,19,ppo_standalone
2022-09-16,984709.5398984859,19,ppo_standalone
2022-09-19,984709.5398984859,19,ppo_standalone
2022-09-20,984709.5398984859,19,ppo_standalone
2022-09-21,984709.5398984859,19,ppo_standalone
2022-09-22,984709.5398984859,19,ppo_standalone
2022-09-23,984709.5398984859,19,ppo_standalone
2022-09-26,984709.5398984859,19,ppo_standalone
2022-09-27,984709.5398984859,19,ppo_standalone
2022-09-28,984709.5398984859,19,ppo_standalone
2022-09-29,984709.5398984859,19,ppo_standalone
2022-09-30,984709.5398984859,19,ppo_standalone
2022-10-03,984709.5398984859,19,ppo_standalone
2022-10-04,984709.5398984859,19,ppo_standalone
2022-10-05,984709.5398984859,19,ppo_standalone
2022-10-06,984709.5398984859,19,ppo_standalone
2022-10-07,984709.5398984859,19,ppo_standalone
2022-10-10,984709.5398984859,19,ppo_standalone
2022-10-11,984709.5398984859,19,ppo_standalone
2022-10-12,984709.5398984859,19,ppo_standalone
2022-10-13,984709.5398984859,19,ppo_standalone
2022-10-14,984709.5398984859,19,ppo_standalone
2022-10-17,984709.5398984859,19,ppo_standalone
2022-10-18,984709.5398984859,19,ppo_standalone
2022-10-19,984709.5398984859,19,ppo_standalone
2022-10-20,984709.5398984859,19,ppo_standalone
2022-10-21,984709.5398984859,19,ppo_standalone
2022-10-24,984709.5398984859,19,ppo_standalone
2022-10-25,984709.5398984859,19,ppo_standalone
2022-10-26,984709.5398984859,19,ppo_standalone
2022-10-27,984709.5398984859,19,ppo_standalone
2022-10-28,984709.5398984859,19,ppo_standalone
2022-10-31,984709.5398984859,19,ppo_standalone
2022-11-01,984709.5398984859,19,ppo_standalone
2022-11-02,984709.5398984859,19,ppo_standalone
2022-11-03,984709.5398984859,19,ppo_standalone
2022-11-04,984709.5398984859,19,ppo_standalone
2022-11-07,984709.5398984859,19,ppo_standalone
2022-11-08,984709.5398984859,19,ppo_standalone
2022-11-09,984709.5398984859,19,ppo_standalone
2022-11-10,984709.5398984859,19,ppo_standalone
2022-11-11,984709.5398984859,19,ppo_standalone
2022-11-14,984709.5398984859,19,ppo_standalone
2022-11-15,984709.5398984859,19,ppo_standalone
2022-11-16,984709.5398984859,19,ppo_standalone
2022-11-17,984709.5398984859,19,ppo_standalone
2022-11-18,984709.5398984859,19,ppo_standalone
2022-11-21,984709.5398984859,19,ppo_standalone
2022-11-22,984709.5398984859,19,ppo_standalone
2022-11-23,984709.5398984859,19,ppo_standalone
2022-11-25,984709.5398984859,19,ppo_standalone
2022-11-28,984709.5398984859,19,ppo_standalone
2022-11-29,984709.5398984859,19,ppo_standalone
2022-11-30,984709.5398984859,19,ppo_standalone
2022-12-01,984709.5398984859,19,ppo_standalone
2022-12-02,984709.5398984859,19,ppo_standalone
2022-12-05,984709.5398984859,19,ppo_standalone
2022-12-06,984709.5398984859,19,ppo_standalone
2022-12-07,984709.5398984859,19,ppo_standalone
2022-12-08,984709.5398984859,19,ppo_standalone
2022-12-09,984709.5398984859,19,ppo_standalone
2022-12-12,984709.5398984859,19,ppo_standalone
2022-12-13,984709.5398984859,19,ppo_standalone
2022-12-14,984709.5398984859,19,ppo_standalone
2022-12-15,984709.5398984859,19,ppo_standalone
2022-12-16,984709.5398984859,19,ppo_standalone
2022-12-19,984709.5398984859,19,ppo_standalone
2022-12-20,984709.5398984859,19,ppo_standalone
2022-12-21,984709.5398984859,19,ppo_standalone
2022-12-22,984709.5398984859,19,ppo_standalone
2022-12-23,984709.5398984859,19,ppo_standalone
2022-12-27,984709.5398984859,19,ppo_standalone
2022-12-28,984709.5398984859,19,ppo_standalone
2022-12-29,984709.5398984859,19,ppo_standalone
2022-12-30,984709.5398984859,19,ppo_standalone
2023-01-03,984709.5398984859,19,ppo_standalone
2023-01-04,984709.5398984859,19,ppo_standalone
2023-01-05,984709.5398984859,19,ppo_standalone
2023-01-06,984709.5398984859,19,ppo_standalone
2023-01-09,984709.5398984859,19,ppo_standalone
2023-01-10,984709.5398984859,19,ppo_standalone
2023-01-11,984709.5398984859,19,ppo_standalone
2023-01-12,984709.5398984859,19,ppo_standalone
2023-01-13,984709.5398984859,19,ppo_standalone
2023-01-17,984709.5398984859,19,ppo_standalone
2023-01-18,984709.5398984859,19,ppo_standalone
2023-01-19,984709.5398984859,19,ppo_standalone
2023-01-20,984709.5398984859,19,ppo_standalone
2023-01-23,984709.5398984859,19,ppo_standalone
2023-01-24,984709.5398984859,19,ppo_standalone
2023-01-25,984709.5398984859,19,ppo_standalone
2023-01-26,984709.5398984859,19,ppo_standalone
2023-01-27,984709.5398984859,19,ppo_standalone
2023-01-30,984709.5398984859,19,ppo_standalone
2023-01-31,984709.5398984859,19,ppo_standalone
2023-02-01,984709.5398984859,19,ppo_standalone
2023-02-02,984709.5398984859,19,ppo_standalone
2023-02-03,984709.5398984859,19,ppo_standalone
2023-02-06,984709.5398984859,19,ppo_standalone
2023-02-07,984709.5398984859,19,ppo_standalone
2023-02-08,984709.5398984859,19,ppo_standalone
2023-02-09,984709.5398984859,19,ppo_standalone
2023-02-10,984709.5398984859,19,ppo_standalone
2023-02-13,984709.5398984859,19,ppo_standalone
2023-02-14,984709.5398984859,19,ppo_standalone
2023-02-15,984709.5398984859,19,ppo_standalone
2023-02-16,984709.5398984859,19,ppo_standalone
2023-02-17,984709.5398984859,19,ppo_standalone
2023-02-21,984709.5398984859,19,ppo_standalone
2023-02-22,984709.5398984859,19,ppo_standalone
2023-02-23,984709.5398984859,19,ppo_standalone
2023-02-24,984709.5398984859,19,ppo_standalone
2023-02-27,984709.5398984859,19,ppo_standalone
2023-02-28,984709.5398984859,19,ppo_standalone
2023-03-01,984709.5398984859,19,ppo_standalone
2023-03-02,984709.5398984859,19,ppo_standalone
2023-03-03,984709.5398984859,19,ppo_standalone
2023-03-06,984709.5398984859,19,ppo_standalone
2023-03-07,984709.5398984859,19,ppo_standalone
2023-03-08,984709.5398984859,19,ppo_standalone
2023-03-09,984709.5398984859,19,ppo_standalone
2023-03-10,984709.5398984859,19,ppo_standalone
2023-03-13,984709.5398984859,19,ppo_standalone
2023-03-14,984709.5398984859,19,ppo_standalone
2023-03-15,984709.5398984859,19,ppo_standalone
2023-03-16,984709.5398984859,19,ppo_standalone
2023-03-17,984709.5398984859,19,ppo_standalone
2023-03-20,984709.5398984859,19,ppo_standalone
2023-03-21,984709.5398984859,19,ppo_standalone
2023-03-22,984709.5398984859,19,ppo_standalone
2023-03-23,984709.5398984859,19,ppo_standalone
2023-03-24,984709.5398984859,19,ppo_standalone
2023-03-27,984709.5398984859,19,ppo_standalone
2023-03-28,984709.5398984859,19,ppo_standalone
2023-03-29,984709.5398984859,19,ppo_standalone
2023-03-30,984709.5398984859,19,ppo_standalone
2023-03-31,984709.5398984859,19,ppo_standalone
2023-04-03,984709.5398984859,19,ppo_standalone
2023-04-04,984709.5398984859,19,ppo_standalone
2023-04-05,984709.5398984859,19,ppo_standalone
2023-04-06,984709.5398984859,19,ppo_standalone
2023-04-10,984709.5398984859,19,ppo_standalone
2023-04-11,984709.5398984859,19,ppo_standalone
2023-04-12,984709.5398984859,19,ppo_standalone
2023-04-13,984709.5398984859,19,ppo_standalone
2023-04-14,984709.5398984859,19,ppo_standalone
2023-04-17,984709.5398984859,19,ppo_standalone
2023-04-18,984709.5398984859,19,ppo_standalone
2023-04-19,984709.5398984859,19,ppo_standalone
2023-04-20,984709.5398984859,19,ppo_standalone
2023-04-21,984709.5398984859,19,ppo_standalone
2023-04-24,984709.5398984859,19,ppo_standalone
2023-04-25,984709.5398984859,19,ppo_standalone
2023-04-26,984709.5398984859,19,ppo_standalone
2023-04-27,984709.5398984859,19,ppo_standalone
2023-04-28,984709.5398984859,19,ppo_standalone
2023-05-01,984709.5398984859,19,ppo_standalone
2023-05-02,984709.5398984859,19,ppo_standalone
2023-05-03,984709.5398984859,19,ppo_standalone
2023-05-04,984709.5398984859,19,ppo_standalone
2023-05-05,984709.5398984859,19,ppo_standalone
2023-05-08,984709.5398984859,19,ppo_standalone
2023-05-09,984709.5398984859,19,ppo_standalone
2023-05-10,984709.5398984859,19,ppo_standalone
2023-05-11,984709.5398984859,19,ppo_standalone
2023-05-12,984709.5398984859,19,ppo_standalone
2023-05-15,984709.5398984859,19,ppo_standalone
2023-05-16,984709.5398984859,19,ppo_standalone
2023-05-17,984709.5398984859,19,ppo_standalone
2023-05-18,984709.5398984859,19,ppo_standalone
2023-05-19,984709.5398984859,19,ppo_standalone
2023-05-22,984709.5398984859,19,ppo_standalone
2023-05-23,984709.5398984859,19,ppo_standalone
2023-05-24,984709.5398984859,19,ppo_standalone
2023-05-25,984709.5398984859,19,ppo_standalone
2023-05-26,984709.5398984859,19,ppo_standalone
2023-05-30,984709.5398984859,19,ppo_standalone
2023-05-31,984709.5398984859,19,ppo_standalone
2023-06-01,984709.5398984859,19,ppo_standalone
2023-06-02,984709.5398984859,19,ppo_standalone
2023-06-05,984709.5398984859,19,ppo_standalone
2023-06-06,984709.5398984859,19,ppo_standalone
2023-06-07,984709.5398984859,19,ppo_standalone
2023-06-08,984709.5398984859,19,ppo_standalone
2023-06-09,984709.5398984859,19,ppo_standalone
2023-06-12,984709.5398984859,19,ppo_standalone
2023-06-13,984709.5398984859,19,ppo_standalone
2023-06-14,984709.5398984859,19,ppo_standalone
2023-06-15,984709.5398984859,19,ppo_standalone
2023-06-16,984709.5398984859,19,ppo_standalone
2023-06-20,984709.5398984859,19,ppo_standalone
2023-06-21,984709.5398984859,19,ppo_standalone
2023-06-22,984709.5398984859,19,ppo_standalone
2023-06-23,984709.5398984859,19,ppo_standalone
2023-06-26,984709.5398984859,19,ppo_standalone
2023-06-27,984709.5398984859,19,ppo_standalone
2023-06-28,984709.5398984859,19,ppo_standalone
2023-06-29,984709.5398984859,19,ppo_standalone
2023-06-30,984709.5398984859,19,ppo_standalone
2023-07-03,984709.5398984859,19,ppo_standalone
2023-07-05,984709.5398984859,19,ppo_standalone
2023-07-06,984709.5398984859,19,ppo_standalone
2023-07-07,984709.5398984859,19,ppo_standalone
2023-07-10,984709.5398984859,19,ppo_standalone
2023-07-11,984709.5398984859,19,ppo_standalone
2023-07-12,984709.5398984859,19,ppo_standalone
2023-07-13,984709.5398984859,19,ppo_standalone
2023-07-14,984709.5398984859,19,ppo_standalone
2023-07-17,984709.5398984859,19,ppo_standalone
2023-07-18,984709.5398984859,19,ppo_standalone
2023-07-19,984709.5398984859,19,ppo_standalone
2023-07-20,984709.5398984859,19,ppo_standalone
2023-07-21,984709.5398984859,19,ppo_standalone
2023-07-24,984709.5398984859,19,ppo_standalone
2023-07-25,984709.5398984859,19,ppo_standalone
2023-07-26,984709.5398984859,19,ppo_standalone
2023-07-27,984709.5398984859,19,ppo_standalone
2023-07-28,984709.5398984859,19,ppo_standalone
2023-07-31,984709.5398984859,19,ppo_standalone
2023-08-01,984709.5398984859,19,ppo_standalone
2023-08-02,984709.5398984859,19,ppo_standalone
2023-08-03,984709.5398984859,19,ppo_standalone
2023-08-04,984709.5398984859,19,ppo_standalone
2023-08-07,984709.5398984859,19,ppo_standalone
2023-08-08,984709.5398984859,19,ppo_standalone
2023-08-09,984709.5398984859,19,ppo_standalone
2023-08-10,984709.5398984859,19,ppo_standalone
2023-08-11,984709.5398984859,19,ppo_standalone
2023-08-14,984709.5398984859,19,ppo_standalone
2023-08-15,984709.5398984859,19,ppo_standalone
2023-08-16,984709.5398984859,19,ppo_standalone
2023-08-17,984709.5398984859,19,ppo_standalone
2023-08-18,984709.5398984859,19,ppo_standalone
2023-08-21,984709.5398984859,19,ppo_standalone
2023-08-22,984709.5398984859,19,ppo_standalone
2023-08-23,984709.5398984859,19,ppo_standalone
2023-08-24,984709.5398984859,19,ppo_standalone
2023-08-25,984709.5398984859,19,ppo_standalone
2023-08-28,984709.5398984859,19,ppo_standalone
2023-08-29,984709.5398984859,19,ppo_standalone
2023-08-30,984709.5398984859,19,ppo_standalone
2023-08-31,984709.5398984859,19,ppo_standalone
2023-09-01,984709.5398984859,19,ppo_standalone
2023-09-05,984709.5398984859,19,ppo_standalone
2023-09-06,984709.5398984859,19,ppo_standalone
2023-09-07,984709.5398984859,19,ppo_standalone
2023-09-08,984709.5398984859,19,ppo_standalone
2023-09-11,984709.5398984859,19,ppo_standalone
2023-09-12,984709.5398984859,19,ppo_standalone
2023-09-13,984709.5398984859,19,ppo_standalone
2023-09-14,984709.5398984859,19,ppo_standalone
2023-09-15,984709.5398984859,19,ppo_standalone
2023-09-18,984709.5398984859,19,ppo_standalone
2023-09-19,984709.5398984859,19,ppo_standalone
2023-09-20,984709.5398984859,19,ppo_standalone
2023-09-21,984709.5398984859,19,ppo_standalone
2023-09-22,984709.5398984859,19,ppo_standalone
2023-09-25,984709.5398984859,19,ppo_standalone
2023-09-26,984709.5398984859,19,ppo_standalone
2023-09-27,984709.5398984859,19,ppo_standalone
2023-09-28,984709.5398984859,19,ppo_standalone
2023-09-29,984709.5398984859,19,ppo_standalone
2023-10-02,984709.5398984859,19,ppo_standalone
2023-10-03,984709.5398984859,19,ppo_standalone
2023-10-04,984709.5398984859,19,ppo_standalone
2023-10-05,984709.5398984859,19,ppo_standalone
2023-10-06,984709.5398984859,19,ppo_standalone
2023-10-09,984709.5398984859,19,ppo_standalone
2023-10-10,984709.5398984859,19,ppo_standalone
2023-10-11,984709.5398984859,19,ppo_standalone
2023-10-12,984709.5398984859,19,ppo_standalone
2023-10-13,984709.5398984859,19,ppo_standalone
2023-10-16,984709.5398984859,19,ppo_standalone
2023-10-17,984709.5398984859,19,ppo_standalone
2023-10-18,984709.5398984859,19,ppo_standalone
2023-10-19,984709.5398984859,19,ppo_standalone
2023-10-20,984709.5398984859,19,ppo_standalone
2023-10-23,984709.5398984859,19,ppo_standalone
2023-10-24,984709.5398984859,19,ppo_standalone
2023-10-25,984709.5398984859,19,ppo_standalone
2023-10-26,984709.5398984859,19,ppo_standalone
2023-10-27,984709.5398984859,19,ppo_standalone
2023-10-30,984709.5398984859,19,ppo_standalone
2023-10-31,984709.5398984859,19,ppo_standalone
2023-11-01,984709.5398984859,19,ppo_standalone
2023-11-02,984709.5398984859,19,ppo_standalone
2023-11-03,984709.5398984859,19,ppo_standalone
2023-11-06,984709.5398984859,19,ppo_standalone
2023-11-07,984709.5398984859,19,ppo_standalone
2023-11-08,984709.5398984859,19,ppo_standalone
2023-11-09,984709.5398984859,19,ppo_standalone
2023-11-10,984709.5398984859,19,ppo_standalone
2023-11-13,984709.5398984859,19,ppo_standalone
2023-11-14,984709.5398984859,19,ppo_standalone
2023-11-15,984709.5398984859,19,ppo_standalone
2023-11-16,984709.5398984859,19,ppo_standalone
2023-11-17,984709.5398984859,19,ppo_standalone
2023-11-20,984709.5398984859,19,ppo_standalone
2023-11-21,984709.5398984859,19,ppo_standalone
2023-11-22,984709.5398984859,19,ppo_standalone
2023-11-24,984709.5398984859,19,ppo_standalone
2023-11-27,984709.5398984859,19,ppo_standalone
2023-11-28,984709.5398984859,19,ppo_standalone
2023-11-29,984709.5398984859,19,ppo_standalone
2023-11-30,984709.5398984859,19,ppo_standalone
2023-12-01,984709.5398984859,19,ppo_standalone
2023-12-04,984709.5398984859,19,ppo_standalone
2023-12-05,984709.5398984859,19,ppo_standalone
2023-12-06,984709.5398984859,19,ppo_standalone
2023-12-07,984709.5398984859,19,ppo_standalone
2023-12-08,984709.5398984859,19,ppo_standalone
2023-12-11,984709.5398984859,19,ppo_standalone
2023-12-12,984709.5398984859,19,ppo_standalone
2023-12-13,984709.5398984859,19,ppo_standalone
2023-12-14,984709.5398984859,19,ppo_standalone
2023-12-15,984709.5398984859,19,ppo_standalone
2023-12-18,984709.5398984859,19,ppo_standalone
2023-12-19,984709.5398984859,19,ppo_standalone
2023-12-20,984709.5398984859,19,ppo_standalone
2023-12-21,984709.5398984859,19,ppo_standalone
2023-12-22,984709.5398984859,19,ppo_standalone
2023-12-26,984709.5398984859,19,ppo_standalone
2023-12-27,984709.5398984859,19,ppo_standalone
2023-12-28,984709.5398984859,19,ppo_standalone
2023-12-29,984709.5398984859,19,ppo_standalone
2024-01-02,984709.5398984859,19,ppo_standalone
2024-01-03,984709.5398984859,19,ppo_standalone
2024-01-04,984709.5398984859,19,ppo_standalone
2024-01-05,984709.5398984859,19,ppo_standalone
2024-01-08,984709.5398984859,19,ppo_standalone
2024-01-09,984709.5398984859,19,ppo_standalone
2024-01-10,984709.5398984859,19,ppo_standalone
2024-01-11,984709.5398984859,19,ppo_standalone
2024-01-12,984709.5398984859,19,ppo_standalone
2024-01-16,984709.5398984859,19,ppo_standalone
2024-01-17,984709.5398984859,19,ppo_standalone
2024-01-18,984709.5398984859,19,ppo_standalone
2024-01-19,984709.5398984859,19,ppo_standalone
2024-01-22,984709.5398984859,19,ppo_standalone
2024-01-23,984709.5398984859,19,ppo_standalone
2024-01-24,984709.5398984859,19,ppo_standalone
2024-01-25,984709.5398984859,19,ppo_standalone
2024-01-26,984709.5398984859,19,ppo_standalone
2024-01-29,984709.5398984859,19,ppo_standalone
2024-01-30,984709.5398984859,19,ppo_standalone
2024-01-31,984709.5398984859,19,ppo_standalone
2024-02-01,984709.5398984859,19,ppo_standalone
2024-02-02,984709.5398984859,19,ppo_standalone
2024-02-05,984709.5398984859,19,ppo_standalone
2024-02-06,984709.5398984859,19,ppo_standalone
2024-02-07,984709.5398984859,19,ppo_standalone
2024-02-08,984709.5398984859,19,ppo_standalone
2024-02-09,984709.5398984859,19,ppo_standalone
2024-02-12,984709.5398984859,19,ppo_standalone
2024-02-13,984709.5398984859,19,ppo_standalone
2024-02-14,984709.5398984859,19,ppo_standalone
2024-02-15,984709.5398984859,19,ppo_standalone
2024-02-16,984709.5398984859,19,ppo_standalone
2024-02-20,984709.5398984859,19,ppo_standalone
2024-02-21,984709.5398984859,19,ppo_standalone
2024-02-22,984709.5398984859,19,ppo_standalone
2024-02-23,984709.5398984859,19,ppo_standalone
2024-02-26,984709.5398984859,19,ppo_standalone
2024-02-27,984709.5398984859,19,ppo_standalone
2024-02-28,984709.5398984859,19,ppo_standalone
2024-02-29,984709.5398984859,19,ppo_standalone
2024-03-01,984709.5398984859,19,ppo_standalone
2024-03-04,984709.5398984859,19,ppo_standalone
2024-03-05,984709.5398984859,19,ppo_standalone
2024-03-06,984709.5398984859,19,ppo_standalone
2024-03-07,984709.5398984859,19,ppo_standalone
2024-03-08,984709.5398984859,19,ppo_standalone
2024-03-11,984709.5398984859,19,ppo_standalone
2024-03-12,984709.5398984859,19,ppo_standalone
2024-03-13,984709.5398984859,19,ppo_standalone
2024-03-14,984709.5398984859,19,ppo_standalone
2024-03-15,984709.5398984859,19,ppo_standalone
2024-03-18,984709.5398984859,19,ppo_standalone
2024-03-19,984709.5398984859,19,ppo_standalone
2024-03-20,984709.5398984859,19,ppo_standalone
2024-03-21,984709.5398984859,19,ppo_standalone
2024-03-22,984709.5398984859,19,ppo_standalone
2024-03-25,984709.5398984859,19,ppo_standalone
2024-03-26,984709.5398984859,19,ppo_standalone
2024-03-27,984709.5398984859,19,ppo_standalone
2024-03-28,984709.5398984859,19,ppo_standalone
2024-04-01,984709.5398984859,19,ppo_standalone
2024-04-02,984709.5398984859,19,ppo_standalone
2024-04-03,984709.5398984859,19,ppo_standalone
2024-04-04,984709.5398984859,19,ppo_standalone
2024-04-05,984709.5398984859,19,ppo_standalone
2024-04-08,984709.5398984859,19,ppo_standalone
2024-04-09,984709.5398984859,19,ppo_standalone
2024-04-10,984709.5398984859,19,ppo_standalone
2024-04-11,984709.5398984859,19,ppo_standalone
2024-04-12,984709.5398984859,19,ppo_standalone
2024-04-15,984709.5398984859,19,ppo_standalone
2024-04-16,984709.5398984859,19,ppo_standalone
2024-04-17,984709.5398984859,19,ppo_standalone
2024-04-18,984709.5398984859,19,ppo_standalone
2024-04-19,984709.5398984859,19,ppo_standalone
2024-04-22,984709.5398984859,19,ppo_standalone
