agent,annualized_return,annualized_volatility,capital_preservation_rate_95pct_hwm,drawdown_floor,fast_window,final_portfolio_value,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,slow_window,ticker,var_95,var_95_violation_rate
stop_loss_10pct,-0.04389799561971496,0.2845824430572184,0.7475674051205246,0.1,20,836678.2200491604,0.4391117728806442,False,-1,-0.1577421535815212,50,CRM,-0.02700119268292056,0.04995004995004995
stop_loss_5pct,0.019204156493338165,0.11129291123133381,0.9922118461480741,0.05,20,1078487.875579941,0.1973621112242081,True,-1,0.17091885436827642,50,DIA,-0.011143798533302274,0.04995004995004995
stop_loss_10pct,0.018637818339619364,0.12835801425163346,0.9747411548081435,0.1,20,1076109.3666389838,0.2506331568525354,True,-1,0.14386510894670704,50,DIA,-0.012792954321401595,0.04995004995004995
stop_loss_5pct,0.007108561777469619,0.1353858810330758,0.9904024807984314,0.05,20,1028536.4800740618,0.21402579396150478,True,-1,0.052320128905742856,50,EEMX,-0.01496599378717356,0.04995004995004995
stop_loss_10pct,0.046927396548705994,0.1475548716004123,0.992233467115202,0.1,20,1199811.5028373266,0.24910740149632327,True,-1,0.3107964879680513,50,EEMX,-0.015147550516287467,0.04995004995004995
stop_loss_5pct,0.20795825639734075,0.15010013495049887,0.957167596092953,0.05,20,2118012.3399651735,0.16836382498793445,True,-1,1.258702020505457,50,GLD,-0.015188475058142359,0.04995004995004995
stop_loss_10pct,0.22524900243633011,0.15495878162433288,0.9571675960929531,0.1,20,2241025.2703695223,0.1724661476790207,True,-1,1.310954309260082,50,GLD,-0.015318203217155713,0.04995004995004995
stop_loss_5pct,0.26092090799660467,0.2518364009243205,0.9984094623969301,0.05,20,2511623.278572619,0.25632572328061143,True,-1,0.9206063395555971,50,GOOGL,-0.021932877448632482,0.04995004995004995
stop_loss_10pct,0.14735474174765772,0.2605806258001838,0.9709847872795644,0.1,20,1726364.8680096322,0.47071106630297976,True,-1,0.5275103782782257,50,GOOGL,-0.02430326463170651,0.04995004995004995
stop_loss_5pct,0.2046985935178368,0.2071839520605679,0.9707912232170771,0.05,20,2095400.2476559214,0.2532179746668357,True,-1,0.8988594978159661,50,GS,-0.020453713931946282,0.04995004995004995
stop_loss_10pct,0.15647547069102333,0.22251238483370883,0.970791223217077,0.1,20,1781524.966464548,0.2679860396396583,True,-1,0.6533429090094847,50,GS,-0.020672962844285436,0.04995004995004995
stop_loss_5pct,0.35776764347369916,0.21010680268697532,0.9913717583032958,0.05,20,3369862.83338728,0.18171166303714392,True,-1,1.4556486391727967,50,HSBC,-0.018640065752707713,0.04995004995004995
stop_loss_10pct,0.27852837013077725,0.22531934914202423,0.9913717583032959,0.1,20,2653855.6719062077,0.29212899460243336,True,-1,1.0904945957666192,50,HSBC,-0.02116398682545828,0.04995004995004995
stop_loss_5pct,0.212418255244292,0.14975425849724225,0.9574642909633421,0.05,20,2149246.3003807063,0.16695317934324894,True,-1,1.286218642151176,50,IAU,-0.015242966287710047,0.04995004995004995
stop_loss_10pct,0.2271281585842193,0.15465965087887457,0.957464290963342,0.1,20,2254709.127544016,0.1720219627891314,True,-1,1.3233988163824926,50,IAU,-0.01537928773696784,0.04995004995004995
stop_loss_5pct,-0.0397715916802393,0.14803694625993166,0.8511141237751781,0.05,20,851114.1237751781,0.37426022706592876,False,-1,-0.2741481433694669,50,IBB,-0.016978744257814427,0.04995004995004995
stop_loss_10pct,-0.10176853196832242,0.16219492960880058,0.6529017512281324,0.1,20,652901.7512281324,0.5178083318714717,False,-1,-0.6617184619011842,50,IBB,-0.018513980020596676,0.04995004995004995
