agent,annualized_return,annualized_volatility,bootstrap_paths,capital_preservation_rate_95pct_hwm,device,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,ticker,timesteps,uncertainty_mode,var_95,var_95_violation_rate
ppo_with_uncertainty_guard,0.5324709398542455,0.3826862111664108,32,0.8611622686731905,cpu,5259807.529504228,test_legacy,0.37058681428665363,False,67,1.1154863607304657,AVGO,50000,aleatoric,-0.03338216363187554,0.05
ppo_with_uncertainty_guard,0.6303216329522473,0.4336297698455223,32,0.8476609275943127,cpu,6691249.8080939,test_legacy,0.4114966624692352,False,89,1.12717615634077,AVGO,50000,aleatoric,-0.03641230652583873,0.05
ppo_with_uncertainty_guard,0.24425781351746076,0.26848438429383176,32,0.9751357418856594,cpu,2339353.8022965617,test_legacy,0.28757183544411613,True,7,0.813973184317462,AXP,50000,aleatoric,-0.02500887371076672,0.05
ppo_with_uncertainty_guard,0.23891379380201377,0.25030462085024535,32,0.9757835373954241,cpu,2300522.3377258508,test_legacy,0.2779960376025722,True,13,0.8558966526115633,AXP,50000,aleatoric,-0.02300317491100241,0.05
ppo_with_uncertainty_guard,0.13775406104391769,0.15838687902247478,32,0.9850940796978335,cpu,1651832.3908269973,test_legacy,0.1488762545647393,True,19,0.8148153983514017,AXP,50000,aleatoric,-0.01564391709810069,0.05
ppo_with_uncertainty_guard,0.24235102396831049,0.25638414171742135,32,0.9751358604920141,cpu,2325442.9944067504,test_legacy,0.2875506672246263,True,23,0.8464074094313287,AXP,50000,aleatoric,-0.0230762819381229,0.05
ppo_with_uncertainty_guard,0.21070308679155675,0.24193364367831385,32,0.9781230725792317,cpu,2103411.2539894227,test_legacy,0.2529294031305179,True,29,0.790304010458737,AXP,50000,aleatoric,-0.023257711473870835,0.05
ppo_with_uncertainty_guard,0.21209409378882618,0.2536408789921461,32,0.977087020635226,cpu,2112824.990826689,test_legacy,0.2667886114193715,True,37,0.7583533070553166,AXP,50000,aleatoric,-0.024589487635792207,0.05
ppo_with_uncertainty_guard,0.17664997312422898,0.21815199148348627,32,0.9753928137561991,cpu,1882519.3898121286,test_legacy,0.27692192435227614,True,42,0.7456786231970375,AXP,50000,aleatoric,-0.020522581232415682,0.05
ppo_with_uncertainty_guard,0.23131551280706916,0.27809056111503794,32,0.9751357314701479,cpu,2246137.636414129,test_legacy,0.2875729899021007,True,53,0.7482562545220449,AXP,50000,aleatoric,-0.02718422667347111,0.05
ppo_with_uncertainty_guard,0.22655067187890682,0.254335094577716,32,0.9760800983138995,cpu,2212524.2273678337,test_legacy,0.2734280814051512,True,67,0.8029004843229701,AXP,50000,aleatoric,-0.023604290989988463,0.05
ppo_with_uncertainty_guard,0.2088810364594155,0.21108784833553887,32,0.9776848454621344,cpu,2091127.5812138624,test_legacy,0.26820741200156284,True,89,0.8986544101588037,AXP,50000,aleatoric,-0.01928116951662462,0.05
ppo_with_uncertainty_guard,0.04835350055186381,0.3358426251992186,32,0.8225211084081958,cpu,1201579.083875719,test_legacy,0.4828608109222089,False,7,0.14060399974963442,BA,50000,aleatoric,-0.032648528346236286,0.05
ppo_with_uncertainty_guard,0.043841701760284436,0.2906259400937802,32,0.8809267166240453,cpu,1181593.3995088763,test_legacy,0.4217437994323884,False,13,0.1476393602260698,BA,50000,aleatoric,-0.028575979866327206,0.05
ppo_with_uncertainty_guard,0.05036280777553914,0.35039283463599974,32,0.822077149906155,cpu,1210559.9579545157,test_legacy,0.48314147330787205,False,19,0.1402300748880271,BA,50000,aleatoric,-0.03378278642739492,0.05
ppo_with_uncertainty_guard,0.04596186704764476,0.35033108483941766,32,0.8221005157331845,cpu,1190953.9755768995,test_legacy,0.48312677042934327,False,23,0.1282697727471243,BA,50000,aleatoric,-0.033999197532433544,0.05
ppo_with_uncertainty_guard,0.000968169551816454,0.010733756417059143,32,0.9870048353627707,cpu,1003770.3723969439,test_legacy,0.018329474189677453,True,29,0.09015360782570375,BA,50000,aleatoric,0.0,0.02142857142857143
ppo_with_uncertainty_guard,-0.021711129948235815,0.03837638617505257,32,0.8956487891467909,cpu,918179.6437514996,test_legacy,0.1455493145385537,False,37,-0.5719713552770045,BA,50000,aleatoric,-0.002755760659548656,0.05
ppo_with_uncertainty_guard,-0.005233174372841008,0.016741049969323813,32,0.9610462190213186,cpu,979802.0956137796,test_legacy,0.04629634195871968,True,42,-0.3134131758196727,BA,50000,aleatoric,-0.00016981644102074254,0.05
ppo_with_uncertainty_guard,-0.0032116821587720294,0.012519918117622136,32,0.9710730345286056,cpu,987567.9495887657,test_legacy,0.032186484688394246,True,53,-0.256935377840774,BA,50000,aleatoric,-0.0001231962221466709,0.05
ppo_with_uncertainty_guard,0.056005673008751734,0.2799658608032875,32,0.8952069075763808,cpu,1236048.243254209,test_legacy,0.3941334633471766,False,67,0.19464346967866242,BA,50000,aleatoric,-0.026856613584036904,0.05
ppo_with_uncertainty_guard,-0.05527584257696023,0.06306091493399395,32,0.7811074498980095,cpu,801611.5567214671,test_legacy,0.22117100021362035,False,89,-0.901701916697542,BA,50000,aleatoric,-0.0059784909156001655,0.05
ppo_with_uncertainty_guard,-0.0004955209088774035,0.07309253507609673,32,0.9542403943778247,cpu,998074.3530863317,test_legacy,0.1190279854757953,True,7,-0.006781029594388182,BLK,50000,aleatoric,-0.006734094918373933,0.05
ppo_with_uncertainty_guard,0.13177332970546016,0.2529162232920456,32,0.909451959621194,cpu,1618320.5513787197,test_legacy,0.27908544611312514,False,13,0.48943338488949967,BLK,50000,aleatoric,-0.024053254618012332,0.05
ppo_with_uncertainty_guard,0.1216152982806473,0.26347292896719443,32,0.9094519581275988,cpu,1562562.808173897,test_legacy,0.29550391470888837,False,19,0.43560379504253643,BLK,50000,aleatoric,-0.025093023289644644,0.05
ppo_with_uncertainty_guard,-0.0060177139577840865,0.011139959091991605,32,0.9768004273837815,cpu,976800.4273837815,test_legacy,0.031705492425051496,True,23,-0.5418159354970339,BLK,50000,aleatoric,-2.1822122459180805e-05,0.05
ppo_with_uncertainty_guard,-0.0047924184631633875,0.008433362550662096,32,0.9814914419138117,cpu,981491.4419138116,test_legacy,0.02337872989393086,True,29,-0.5696243305784131,BLK,50000,aleatoric,0.0,0.009183673469387756
ppo_with_uncertainty_guard,0.12576714619199947,0.25804755258065054,32,0.9094519581416941,cpu,1585177.0400614464,test_legacy,0.28580437922350166,False,37,0.4590806497781217,BLK,50000,aleatoric,-0.02422857493027042,0.05
ppo_with_uncertainty_guard,-0.00744763270537751,0.010189008092772203,32,0.9713471004851914,cpu,971347.1004851913,test_legacy,0.029446525332252005,True,42,-0.7336718413215704,BLK,50000,aleatoric,-1.0511537532842385e-06,0.05
ppo_with_uncertainty_guard,-0.0070790440268824585,0.0622119561972094,32,0.9727506298155993,cpu,972750.6298155993,test_legacy,0.15677467224038444,True,53,-0.1141935031051822,BLK,50000,aleatoric,-0.006015721909962401,0.05
ppo_with_uncertainty_guard,0.11542486425695504,0.1853052441555933,32,0.9271878965417124,cpu,1529291.0193814475,test_legacy,0.19898499590308572,False,67,0.5894883516611786,BLK,50000,aleatoric,-0.017141375021725302,0.05
ppo_with_uncertainty_guard,0.0984569385096858,0.1805269062478193,32,0.9229395015945655,cpu,1440790.0392124876,test_legacy,0.19725195454635203,False,89,0.5201791311102817,BLK,50000,aleatoric,-0.016870114060526565,0.05
ppo_with_uncertainty_guard,0.1288712077489063,0.1703768516528489,32,0.9282141585986055,cpu,1602242.3549056926,test_legacy,0.22681420769957783,False,7,0.7114704148241348,BRK-B,50000,aleatoric,-0.016022475224366683,0.05
ppo_with_uncertainty_guard,0.13384045088193108,0.16686791425611458,32,0.9282145947998931,cpu,1629845.5829946713,test_legacy,0.20670210837153802,False,13,0.7527533414660849,BRK-B,50000,aleatoric,-0.015727174767104123,0.05
