agent,annualized_return,annualized_volatility,bootstrap_paths,capital_preservation_rate_95pct_hwm,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,test_window,ticker,timesteps,train_window,var_95,var_95_violation_rate
ppo_standalone,-0.0037717939783797005,0.010499659221880942,0,0.9884335378013941,992842.7788836084,wf_2022_2023,0.012620796638700194,True,7,-0.35990387093539694,2022-01-01/2023-12-31,SPY,3000,2009-01-01/2021-12-31,0.0,0.014613778705636743
ppo_with_uncertainty_guard,0.0546738512953279,0.11642920213297236,0,1.0,1106478.2644699162,wf_2022_2023,0.11541903039898294,True,7,0.45720059819595316,2022-01-01/2023-12-31,SPY,3000,2009-01-01/2021-12-31,-0.011779997822037203,0.05010438413361169
