agent,annualized_return,annualized_volatility,capital_preservation_rate_95pct_hwm,drawdown_floor,fast_window,final_portfolio_value,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,slow_window,var_95,var_95_violation_rate
stop_loss_5pct,0.05418734207893227,0.12453562929139342,0.9905298271139522,0.05,20,1233203.0307356543,0.2522861141168863,True,-1,0.423735048892489,50,-0.013954158325612198,0.04995004995004995
stop_loss_10pct,0.05589649523941478,0.13315854292192875,0.9951186923772686,0.1,20,1241164.212916715,0.2994737994449891,True,-1,0.40846121152824477,50,-0.014456164905077173,0.04995004995004995
