date,baseline_value,prob_value,uncertainty_aleatoric,uncertainty_epistemic
2023-08-25,997943.0162297995,1005690.7196224771,0.39749986,0.47563356
2023-08-28,997943.0162297995,1012062.4361530095,0.37283748,0.69741106
2023-08-29,997943.0162297995,1026678.9447468977,0.33794743,0.47260213
2023-08-30,997943.0162297995,1030903.8251087622,0.2682399,0.80230737
2023-08-31,997943.0162297995,1029396.4372020324,0.21877,0.5000748
2023-09-01,997943.0162297995,1031314.786713679,0.20136125,0.5418913
2023-09-05,997943.0162297995,1026861.0172450657,0.19178644,0.33722502
2023-09-06,997943.0162297995,1019963.4024506474,0.21238679,0.32962534
2023-09-07,997943.0162297995,1016834.5668241028,0.2517741,0.42862523
2023-09-08,997943.0162297995,1018364.7114066376,0.28825995,0.6783658
2023-09-11,997943.0162297995,1025056.4584129764,0.3078448,0.6671366
2023-09-12,997943.0162297995,1019437.684457955,0.2985601,0.14441928
2023-09-13,997943.0162297995,1020625.4353134666,0.3152435,0.6472415
2023-09-14,997943.0162297995,1029418.4538142049,0.31589633,0.24414706
2023-09-15,997943.0162297995,1017024.8351362689,0.2889853,0.43474025
2023-09-18,997943.0162297995,1017620.8502640454,0.3184351,0.61417526
2023-09-19,997943.0162297995,1015511.9427327698,0.32946065,0.42342895
2023-09-20,997943.0162297995,1006182.6940976911,0.34570882,0.3139045
2023-09-21,997943.0162297995,989564.1895436633,0.38313764,0.38694298
2023-09-22,997943.0162297995,987340.775326074,0.45668963,0.32724524
2023-09-25,997943.0162297995,991489.6529304999,0.49194235,0.4416664
2023-09-26,997943.0162297995,976934.4463505477,0.4917973,0.61161655
2023-09-27,997943.0162297995,977324.0449353816,0.532055,0.5278526
2023-09-28,997943.0162297995,982985.4864048242,0.53589946,0.51712275
2023-09-29,997943.0162297995,980601.7937409047,0.5060144,0.32600138
2023-10-02,997943.0162297995,980212.0777974678,0.4854141,0.48962456
2023-10-03,997943.0162297995,967101.8149206601,0.46249256,0.3913903
2023-10-04,997943.0162297995,974138.3061818249,0.48497885,0.43114626
2023-10-05,997943.0162297995,973771.6486210051,0.45872065,0.5900159
2023-10-06,997943.0162297995,985322.828176101,0.4408767,0.8439863
2023-10-09,997943.0162297995,991625.3827888978,0.3820496,0.20019902
2023-10-10,997943.0162297995,996782.2564759599,0.32641414,0.48896435
2023-10-11,997943.0162297995,1000861.761610089,0.27447802,0.46415582
2023-10-12,997943.0162297995,994765.1195033909,0.2348731,0.24938773
2023-10-13,997943.0162297995,989814.3162575464,0.23995066,0.34418222
2023-10-16,997943.0162297995,1000219.856681219,0.26062354,0.5589903
2023-10-17,997943.0162297995,1000173.9355941336,0.24292465,0.41100585
2023-10-18,997943.0162297995,986857.8292554172,0.24183661,0.72818035
2023-10-19,997943.0162297995,978193.9787062051,0.28869516,0.42235708
2023-10-20,997943.0162297995,966183.6495647982,0.3426623,0.52872366
2023-10-23,997943.0162297995,964510.1189891836,0.4160692,0.5271103
2023-10-24,997943.0162297995,971776.2862648291,0.45726994,0.34437752
2023-10-25,997943.0162297995,957839.973558773,0.44573662,0.6377677
2023-10-26,997943.0162297995,946379.2180957318,0.48331052,0.45407954
2023-10-27,997943.0162297995,942092.9815760577,0.5298064,0.42512777
2023-10-30,997943.0162297995,953347.4826998127,0.55635476,0.49978298
2023-10-31,997943.0162297995,959329.6408457296,0.51718503,0.19755484
2023-11-01,997943.0162297995,969552.3897821328,0.46249256,0.28263032
2023-11-02,997943.0162297995,988117.9277156409,0.3871997,0.52409106
2023-11-03,997943.0162297995,997125.0917572818,0.27592874,0.75322187
2023-11-06,997943.0162297995,999416.9857062238,0.18903005,0.44899756
2023-11-07,997943.0162297995,1002259.2430109743,0.1386172,0.54622984
2023-11-08,997943.0162297995,1002992.8309346116,0.1115611,0.38714272
2023-11-09,997943.0162297995,995175.8384908588,0.1085871,0.51145047
2023-11-10,997943.0162297995,1010695.523146606,0.14666875,0.25851753
2023-11-13,997943.0162297995,1009732.6159056872,0.12621346,0.5627441
2023-11-14,997943.0162297995,1029309.6066615741,0.13854466,0.37446994
2023-11-15,997943.0162297995,1031487.3977515583,0.088494495,0.47567907
2023-11-16,997943.0162297995,1032748.2407354875,0.07108574,0.3532033
2023-11-17,997943.0162297995,1034031.8847022671,0.07036038,0.17663439
2023-11-20,997943.0162297995,1041987.0720690311,0.08145846,0.57971543
2023-11-21,997943.0162297995,1039717.3841609567,0.07920983,0.30884802
2023-11-22,997943.0162297995,1043729.2312668293,0.10445252,0.47393253
2023-11-24,997943.0162297995,1044371.0051581797,0.11547807,0.3471615
2023-11-27,997943.0162297995,1042491.1517137852,0.1346277,0.57894313
2023-11-28,997943.0162297995,1043522.7958572435,0.1640775,0.60411453
2023-11-29,997943.0162297995,1042789.1533620234,0.18961035,0.32241848
2023-11-30,997943.0162297995,1046892.3756826154,0.21543333,0.51553154
2023-12-01,997943.0162297995,1053081.9044460692,0.22442785,0.28230077
2023-12-04,997943.0162297995,1047557.2380217401,0.2185524,0.4591471
2023-12-05,997943.0162297995,1047350.7568615053,0.23958798,0.37172034
2023-12-06,997943.0162297995,1043132.4150059912,0.25431287,0.5498793
2023-12-07,997943.0162297995,1051087.9031220516,0.28202182,0.40793115
2023-12-08,997943.0162297995,1055604.3879163014,0.27360758,0.40288132
2023-12-11,997943.0162297995,1059707.9373420977,0.2591003,0.62494177
2023-12-12,997943.0162297995,1064545.2036491097,0.24415776,0.33813933
2023-12-13,997943.0162297995,1079217.3926528015,0.22355741,0.55826795
2023-12-14,997943.0162297995,1082679.0666101854,0.17510304,0.3781971
2023-12-15,997943.0162297995,1080897.4477319154,0.14724904,0.590331
2023-12-18,997943.0162297995,1086974.4657736022,0.1463786,0.33759117
2023-12-19,997943.0162297995,1093581.17144389,0.13774677,0.59951854
2023-12-20,997943.0162297995,1078434.170456965,0.1276642,0.4707036
2023-12-21,997943.0162297995,1088655.395493724,0.18148625,0.13669755
2023-12-22,997943.0162297995,1090842.3288093228,0.18583845,0.33118656
2023-12-26,997943.0162297995,1095446.6197539007,0.19555832,0.49402523
2023-12-27,997943.0162297995,1097426.3145276485,0.19367239,0.51220495
2023-12-28,997943.0162297995,1097840.7230270046,0.1957034,0.56122947
2023-12-29,997943.0162297995,1094663.6358666425,0.20310213,0.52390796
2024-01-02,997943.0162297995,1088539.813673358,0.22529829,0.3703844
2024-01-03,997943.0162297995,1079653.4345412622,0.26294473,0.22890224
2024-01-04,997943.0162297995,1076177.0268540832,0.31393784,0.5651785
2024-01-05,997943.0162297995,1077650.51303342,0.35426813,0.09497315
2024-01-08,997943.0162297995,1093029.0380810422,0.37066138,0.4242523
2024-01-09,997943.0162297995,1091371.4171503994,0.33120152,0.5974946
2024-01-10,997943.0162297995,1097541.3930278078,0.3158238,0.4904978
2024-01-11,997943.0162297995,1097057.8834905054,0.2847782,0.34645024
2024-01-12,997943.0162297995,1097817.5728416257,0.27259207,0.40832284
2024-01-16,997943.0162297995,1093788.4695117404,0.26686168,0.41354018
2024-01-17,997943.0162297995,1087710.2664273805,0.27912036,0.45670375
2024-01-18,997943.0162297995,1097380.2557025559,0.30639407,0.5020787
2024-01-19,997943.0162297995,1111056.6502384897,0.29362765,0.40733528
2024-01-22,997943.0162297995,1113405.1457907723,0.24996069,0.37862873
2024-01-23,997943.0162297995,1116651.754819175,0.22138132,0.40250075
2024-01-24,997943.0162297995,1117872.004432955,0.20237675,0.21620615
2024-01-25,997943.0162297995,1123950.6816669921,0.19519565,0.4366188
2024-01-26,997943.0162297995,1122523.141241502,0.18148625,0.6689453
2024-01-29,997943.0162297995,1131410.5821206295,0.18844976,0.5694294
2024-01-30,997943.0162297995,1130535.6974906996,0.1732171,0.494853
2024-01-31,997943.0162297995,1112092.2063473184,0.17887494,0.35501638
2024-02-01,997943.0162297995,1126644.1738884205,0.24510074,0.41791758
2024-02-02,997943.0162297995,1138502.049192729,0.23958798,0.21324684
2024-02-05,997943.0162297995,1134357.4948431237,0.21369246,0.5938718
2024-02-06,997943.0162297995,1137650.1144314972,0.21898761,0.27284253
2024-02-07,997943.0162297995,1147136.437961695,0.21731928,0.3471826
2024-02-08,997943.0162297995,1147643.07092477,0.19483297,0.34778842
2024-02-09,997943.0162297995,1154274.1677980914,0.19149628,0.46182233
2024-02-12,997943.0162297995,1153767.5930046306,0.17640871,0.44449255
2024-02-13,997943.0162297995,1137880.6557148336,0.18047075,0.44120592
2024-02-14,997943.0162297995,1148218.6708126152,0.23741187,0.456261
2024-02-15,997943.0162297995,1156139.1471612707,0.24132885,0.4253375
2024-02-16,997943.0162297995,1150382.9671693752,0.23276955,0.44454026
2024-02-20,997943.0162297995,1144050.8749782955,0.2514114,0.32997265
2024-02-21,997943.0162297995,1145086.9047261004,0.28129643,0.51650137
2024-02-22,997943.0162297995,1168780.4518938803,0.29768968,0.4524695
2024-02-23,997943.0162297995,1169586.377930999,0.2408211,0.6157942
2024-02-26,997943.0162297995,1165303.432240523,0.21688405,0.49094388
2024-02-27,997943.0162297995,1167467.9073752468,0.21746434,0.47937515
2024-02-28,997943.0162297995,1165925.1521155392,0.21833478,0.54451215
2024-02-29,997943.0162297995,1170115.8592652935,0.23066598,0.37778544
2024-03-01,997943.0162297995,1181099.8267927375,0.22914273,0.5576421
2024-03-04,997943.0162297995,1179833.2300914275,0.20767193,0.3877541
2024-03-05,997943.0162297995,1168043.2277264418,0.2082522,0.5168908
2024-03-06,997943.0162297995,1173961.3311031102,0.24618879,0.29225835
2024-03-07,997943.0162297995,1185613.366789839,0.25431287,0.22189066
2024-03-08,997943.0162297995,1178497.9441600887,0.23443788,0.58091384
2024-03-11,997943.0162297995,1177484.5604898052,0.24981561,0.22759512
2024-03-12,997943.0162297995,1190150.1445788254,0.2633074,0.6865414
2024-03-13,997943.0162297995,1188284.679551518,0.23893514,0.38556597
2024-03-14,997943.0162297995,1185935.825978255,0.23690411,0.40520152
2024-03-15,997943.0162297995,1177793.2061056658,0.24814728,0.24542755
2024-03-18,997943.0162297995,1184792.3988345126,0.28245702,0.52928734
2024-03-19,997943.0162297995,1191375.8172049802,0.28194928,0.40311325
2024-03-20,997943.0162297995,1202394.4582341183,0.26838496,0.5348786
2024-03-21,997943.0162297995,1206367.6131609718,0.23400266,0.22956245
2024-03-22,997943.0162297995,1204080.7883061662,0.21253186,0.5167244
2024-03-25,997943.0162297995,1200754.4501981519,0.21071845,0.52886677
2024-03-26,997943.0162297995,1198536.9430119046,0.22471799,0.29010794
2024-03-27,997943.0162297995,1208608.0672958859,0.24589865,0.414389
2024-03-28,997943.0162297995,1208377.421171601,0.2348731,0.26589307
2024-04-01,997943.0162297995,1206275.006473821,0.23813725,0.54922134
2024-04-02,997943.0162297995,1198606.023831248,0.25054097,0.4852838
2024-04-03,997943.0162297995,1199922.5668015862,0.28216687,0.57451475
2024-04-04,997943.0162297995,1185277.4473056472,0.29667416,0.28217205
2024-04-05,997943.0162297995,1197658.949201309,0.35165682,0.63504136
2024-04-08,997943.0162297995,1198328.779606207,0.34338766,0.62330955
2024-04-09,997943.0162297995,1199714.956396936,0.33831012,0.33174136
2024-04-10,997943.0162297995,1187702.7348925339,0.32888037,0.2984677
2024-04-11,997943.0162297995,1196665.5520121492,0.3583302,0.4369284
2024-04-12,997943.0162297995,1180148.918790312,0.3430975,0.6038249
2024-04-15,997943.0162297995,1165364.5953002227,0.383863,0.2808161
2024-04-16,997943.0162297995,1163239.3842271252,0.4400788,0.48266956
2024-04-17,997943.0162297995,1156355.53629654,0.47163215,0.5100457
2024-04-18,997943.0162297995,1153976.144163845,0.50217,0.46501467
2024-04-19,997943.0162297995,1143904.4191770325,0.51399344,0.91651106
2024-04-22,997943.0162297995,1154438.1309282575,0.5374227,0.4057685
2024-04-23,997943.0162297995,1168136.6822998927,0.50267774,0.52565557
2024-04-24,997943.0162297995,1167582.2382731375,0.43449348,0.5838454
2024-04-25,997943.0162297995,1163146.9062790833,0.39053637,0.48357388
2024-04-26,997943.0162297995,1174165.863661631,0.3721121,0.53977525
2024-04-29,997943.0162297995,1178323.8281352147,0.32467327,0.30438298
2024-04-30,997943.0162297995,1159658.8462183336,0.28869516,0.4403027
2024-05-01,997943.0162297995,1155893.5611796686,0.3229324,0.49823618
2024-05-02,997943.0162297995,1166704.3634733798,0.34977087,0.48853493
2024-05-03,997943.0162297995,1181165.217729653,0.3327248,0.55741465
2024-05-06,997943.0162297995,1193362.2502041922,0.28673667,0.5047207
2024-05-07,997943.0162297995,1194678.8975354638,0.22812721,0.41192237
2024-05-08,997943.0162297995,1194794.5048410967,0.196864,0.31320322
2024-05-09,997943.0162297995,1201678.2664476626,0.18351728,0.2939494
2024-05-10,997943.0162297995,1203226.295335517,0.16770433,0.5408538
2024-05-13,997943.0162297995,1203387.689440548,0.16356975,0.34439528
2024-05-14,997943.0162297995,1208908.7748356767,0.17046072,0.48246983
2024-05-15,997943.0162297995,1223878.2524258394,0.1700255,0.61051357
2024-05-16,997943.0162297995,1221360.151810851,0.1388348,0.6286645
2024-05-17,997943.0162297995,1223115.8175622656,0.14275178,0.26495102
2024-05-20,997943.0162297995,1224525.2927338264,0.14782934,0.46744025
2024-05-21,997943.0162297995,1227527.8092401219,0.16139366,0.5375339
2024-05-22,997943.0162297995,1223993.7951634163,0.17234667,0.5941658
2024-05-23,997943.0162297995,1215053.707039275,0.19744428,0.28041333
2024-05-24,997943.0162297995,1223093.0140576842,0.24314226,0.4469248
2024-05-28,997943.0162297995,1223947.5952205404,0.252572,0.35184515
2024-05-29,997943.0162297995,1215377.0554686917,0.2627271,0.5427945
2024-05-30,997943.0162297995,1207314.702067635,0.29232198,0.27057004
2024-05-31,997943.0162297995,1218310.8333625942,0.33279735,0.59038985
2024-06-03,997943.0162297995,1219304.2107139635,0.32583383,0.47025087
2024-06-04,997943.0162297995,1220667.1805189094,0.32307744,0.46374196
2024-06-05,997943.0162297995,1235174.310511013,0.31596887,0.35273284
2024-06-06,997943.0162297995,1235151.6345863116,0.27114135,0.37123322
2024-06-07,997943.0162297995,1233649.8624981178,0.25148395,0.57077205
2024-06-10,997943.0162297995,1237461.4738570552,0.2474219,0.24683341
2024-06-11,997943.0162297995,1240441.4714547577,0.23879007,0.48293918
2024-06-12,997943.0162297995,1250629.3553823605,0.23255193,0.434211
2024-06-13,997943.0162297995,1253147.189727671,0.2080346,0.45141536
2024-06-14,997943.0162297995,1253909.630599714,0.19773443,0.12078806
2024-06-17,997943.0162297995,1263889.1182959583,0.19519565,0.2656057
2024-06-18,997943.0162297995,1267100.2074501477,0.17568333,0.37981158
2024-06-20,997943.0162297995,1263658.0330647263,0.16755925,0.47019428
2024-06-21,997943.0162297995,1261963.8764842644,0.1817764,0.37455207
2024-06-24,997943.0162297995,1257861.9339226615,0.20179647,0.31530368
2024-06-25,997943.0162297995,1262705.6624244538,0.23197164,0.51049066
2024-06-26,997943.0162297995,1264281.5315992867,0.24335986,0.8802703
2024-06-27,997943.0162297995,1266274.6545149686,0.25184664,0.60847193
2024-06-28,997943.0162297995,1261291.8369893923,0.25445795,0.52141356
2024-07-01,997943.0162297995,1263887.6612304545,0.27338997,0.44245642
2024-07-02,997943.0162297995,1272393.1080377013,0.28093377,0.4855534
2024-07-03,997943.0162297995,1278071.2131903614,0.26577362,0.44548455
2024-07-05,997943.0162297995,1285440.7379905256,0.24705923,0.27586508
2024-07-08,997943.0162297995,1286924.3201198105,0.22297712,0.44794008
2024-07-09,997943.0162297995,1288175.6608059516,0.21093607,0.47674984
2024-07-10,997943.0162297995,1300922.485778813,0.2072367,0.35449153
2024-07-11,997943.0162297995,1289705.3244250892,0.1801806,0.4836427
2024-07-12,997943.0162297995,1297840.0683972542,0.20585851,0.56409556
2024-07-15,997943.0162297995,1301409.0829224072,0.20382749,0.30380267
2024-07-16,997943.0162297995,1309126.4110876888,0.20397256,0.775445
2024-07-17,997943.0162297995,1290771.3686044281,0.19149628,0.4219554
2024-07-18,997943.0162297995,1280852.055909083,0.24256197,0.56051487
2024-07-19,997943.0162297995,1272346.7045553746,0.29797983,0.6618338
2024-07-22,997943.0162297995,1285464.4255605463,0.35397798,0.5868413
2024-07-23,997943.0162297995,1283447.8927265154,0.34940818,0.6678878
2024-07-24,997943.0162297995,1254362.1599148947,0.35368785,0.43074235
2024-07-25,997943.0162297995,1247826.6963932202,0.42963353,0.581037
2024-07-26,997943.0162297995,1261801.7528642747,0.47736254,0.72513336
2024-07-29,997943.0162297995,1262543.256997412,0.46002632,0.29675558
2024-07-30,997943.0162297995,1256146.881160976,0.44203725,0.32690904
2024-07-31,997943.0162297995,1276564.6655360125,0.43906328,0.23206683
2024-08-01,997943.0162297995,1258487.6581322001,0.37385297,0.25462726
2024-08-02,997943.0162297995,1235057.0872511093,0.38625672,0.89240605
2024-08-05,997943.0162297995,1199088.3000671582,0.4462444,0.42115316
2024-08-06,997943.0162297995,1210143.1200000627,0.5705719,0.57189494
2024-08-07,997943.0162297995,1202054.604293416,0.5908821,0.50320834
2024-08-08,997943.0162297995,1229842.5835207712,0.61706775,0.17096542
2024-08-09,997943.0162297995,1235265.498351003,0.52908105,0.35550684
2024-08-12,997943.0162297995,1235914.5669649285,0.4579953,0.49330956
2024-08-13,997943.0162297995,1256239.6292175504,0.40199712,0.511638
2024-08-14,997943.0162297995,1260202.6451716009,0.30893284,0.6214587
2024-08-15,997943.0162297995,1281802.6161887464,0.24749444,0.5647569
2024-08-16,997943.0162297995,1284676.19751881,0.15841965,0.7152535
2024-08-19,997943.0162297995,1296959.3840976823,0.1147527,0.4267844
2024-08-20,997943.0162297995,1294850.4132080215,0.07108574,0.79642534
2024-08-21,997943.0162297995,1299299.8639621902,0.06934487,0.44314438
2024-08-22,997943.0162297995,1289102.8371530743,0.06883711,0.55706733
2024-08-23,997943.0162297995,1302799.517897052,0.11533299,0.2103419
2024-08-26,997943.0162297995,1299693.9981855932,0.11983025,0.6331273
2024-08-27,997943.0162297995,1301478.7040207563,0.1471765,0.64973915
2024-08-28,997943.0162297995,1293923.4793804535,0.1662536,0.3994249
2024-08-29,997943.0162297995,1294039.0216831896,0.21050085,0.5188404
2024-08-30,997943.0162297995,1306391.5773079079,0.23719427,0.5590724
2024-09-03,997943.0162297995,1279508.1539839522,0.22587858,0.29980808
2024-09-04,997943.0162297995,1276889.505600771,0.2963115,0.5467192
2024-09-05,997943.0162297995,1273783.989377792,0.342082,0.46136296
2024-09-06,997943.0162297995,1252346.4000421218,0.37682697,0.43491003
2024-09-09,997943.0162297995,1266367.2929401011,0.45429593,0.38639706
2024-09-10,997943.0162297995,1271883.1873453476,0.4460993,0.6046538
2024-09-11,997943.0162297995,1284931.189964767,0.42404822,0.5318816
2024-09-12,997943.0162297995,1295754.4099075347,0.37080646,0.30172104
2024-09-13,997943.0162297995,1302521.6180255713,0.30857015,0.50275224
2024-09-16,997943.0162297995,1304445.1198012568,0.25808477,0.46344125
2024-09-17,997943.0162297995,1304978.2048115286,0.22660394,0.29158816
2024-09-18,997943.0162297995,1301108.0824501598,0.2142002,0.6110462
2024-09-19,997943.0162297995,1323309.8960348791,0.22341233,0.32835817
2024-09-20,997943.0162297995,1321022.4188777187,0.17829464,0.3723506
2024-09-23,997943.0162297995,1324323.499059021,0.17176637,0.6120426
2024-09-24,997943.0162297995,1328112.753518701,0.16799447,0.5983967
2024-09-25,997943.0162297995,1325183.569380866,0.16581838,0.4029579
2024-09-26,997943.0162297995,1330437.4979586964,0.1833722,0.6064824
2024-09-27,997943.0162297995,1328507.7688961031,0.18721664,0.45199016
2024-09-30,997943.0162297995,1333831.4487412658,0.20535076,0.41948542
2024-10-01,997943.0162297995,1321882.4658927866,0.21006563,0.5151587
2024-10-02,997943.0162297995,1322440.5407904969,0.24792966,0.2140047
2024-10-03,997943.0162297995,1320023.075906935,0.27172163,0.3262932
2024-10-04,997943.0162297995,1332018.2641125321,0.2965291,0.40826735
2024-10-07,997943.0162297995,1319976.4365296867,0.27926543,0.37750027
2024-10-08,997943.0162297995,1332459.9236654341,0.30857015,0.48311785
2024-10-09,997943.0162297995,1341689.1292132156,0.2895656,0.74038595
2024-10-10,997943.0162297995,1339340.8456750575,0.26236442,0.6382559
2024-10-11,997943.0162297995,1347360.8729943119,0.25663403,0.31081313
2024-10-14,997943.0162297995,1358379.9742941528,0.23530832,0.38213065
2024-10-15,997943.0162297995,1347826.0919315347,0.20288451,0.53014725
2024-10-16,997943.0162297995,1353684.1467978016,0.21949537,0.4771848
2024-10-17,997943.0162297995,1353800.2656420679,0.2171742,0.39709586
2024-10-18,997943.0162297995,1359007.6472107843,0.22805467,0.46720168
2024-10-21,997943.0162297995,1356775.9252061495,0.22486307,0.26397124
2024-10-22,997943.0162297995,1356055.2222543291,0.2364689,0.46490481
2024-10-23,997943.0162297995,1343664.7574488483,0.24952547,0.39317673
2024-10-24,997943.0162297995,1346570.681068394,0.29232198,0.65879905
2024-10-25,997943.0162297995,1346105.616700434,0.31009343,0.39984658
2024-10-28,997943.0162297995,1350266.9302533476,0.32394788,0.5432883
2024-10-29,997943.0162297995,1352452.0098280814,0.32133657,0.13092539
2024-10-30,997943.0162297995,1348360.8821904624,0.31321248,0.55363536
2024-10-31,997943.0162297995,1321929.0145564964,0.32003093,0.5393625
2024-11-01,997943.0162297995,1327508.0654688175,0.38952085,0.47869053
2024-11-04,997943.0162297995,1324648.6364689383,0.4075099,0.33539084
2024-11-05,997943.0162297995,1340666.082868807,0.42245242,0.45922697
2024-11-06,997943.0162297995,1374001.8578943461,0.38451585,0.3806116
2024-11-07,997943.0162297995,1384625.5680010046,0.2788302,0.4987211
2024-11-08,997943.0162297995,1390623.3158569906,0.19758935,0.5659275
2024-11-11,997943.0162297995,1391948.6065011823,0.14246163,0.4487246
2024-11-12,997943.0162297995,1387624.6579579548,0.11954011,0.612107
2024-11-13,997943.0162297995,1388298.7120711864,0.12846209,0.46004698
2024-11-14,997943.0162297995,1379372.0610807769,0.14594339,0.5786824
2024-11-15,997943.0162297995,1361704.2162681902,0.1903357,0.39261305
2024-11-18,997943.0162297995,1367283.5518852873,0.26736945,0.55720717
2024-11-19,997943.0162297995,1372281.5607108877,0.2985601,0.55995893
2024-11-20,997943.0162297995,1372746.4809241341,0.30929554,0.20798288
2024-11-21,997943.0162297995,1380115.7472551754,0.3137928,0.16154379
2024-11-22,997943.0162297995,1384393.3410015837,0.29877773,0.6463238
2024-11-25,997943.0162297995,1389089.2072612848,0.2818042,0.35169646
2024-11-26,997943.0162297995,1396342.0625406718,0.2631623,0.3793866
2024-11-27,997943.0162297995,1392111.2624238462,0.23879007,0.60978127
2024-11-29,997943.0162297995,1400758.8771384505,0.24060348,0.6542375
2024-12-02,997943.0162297995,1403269.7974590645,0.2219616,0.4054678
2024-12-03,997943.0162297995,1403920.455238925,0.21688405,0.17736782
2024-12-04,997943.0162297995,1412637.9885437987,0.21811718,0.3262666
2024-12-05,997943.0162297995,1410313.3807362698,0.2064388,0.8739589
2024-12-06,997943.0162297995,1412987.0775346581,0.21673898,0.3367723
2024-12-09,997943.0162297995,1405710.66015503,0.22007565,0.47370508
2024-12-10,997943.0162297995,1401340.041142408,0.24676909,0.3730785
2024-12-11,997943.0162297995,1412173.219353023,0.2756386,0.423146
2024-12-12,997943.0162297995,1404897.0763490738,0.26896524,0.45841917
2024-12-13,997943.0162297995,1404618.0351547424,0.2889853,0.51795274
2024-12-16,997943.0162297995,1410615.669279229,0.2992855,0.4891219
2024-12-17,997943.0162297995,1404803.7728803933,0.29188678,0.6954892
2024-12-18,997943.0162297995,1362936.2868204622,0.3066842,0.5545541
2024-12-19,997943.0162297995,1362517.8699085421,0.41679457,0.48744306
2024-12-20,997943.0162297995,1378882.747415935,0.46720743,0.21605636
2024-12-23,997943.0162297995,1387139.7124682723,0.45291772,0.21483691
2024-12-24,997943.0162297995,1402557.701576653,0.41875306,0.5727083
2024-12-26,997943.0162297995,1402651.1483115768,0.35390544,0.42711285
2024-12-27,997943.0162297995,1387886.2803928028,0.31567872,0.61677283
2024-12-30,997943.0162297995,1372048.294837766,0.32655922,0.57188606
2024-12-31,997943.0162297995,1367056.9140731131,0.3700811,0.8022153
2025-01-02,997943.0162297995,1363698.0304166407,0.40337533,0.44734645
2025-01-03,997943.0162297995,1380748.6637347902,0.42709476,0.31234106
2025-01-06,997943.0162297995,1388702.6121704609,0.39271247,0.618566
2025-01-07,997943.0162297995,1373004.7067310677,0.35129413,0.45963863
2025-01-08,997943.0162297995,1375010.8503118963,0.36311758,0.32553422
2025-01-10,997943.0162297995,1354017.987144826,0.35687944,0.35681838
2025-01-13,997943.0162297995,1356117.4321675226,0.40598664,0.72907025
2025-01-14,997943.0162297995,1357983.3327340453,0.42071155,0.33208644
2025-01-15,997943.0162297995,1382684.7423083275,0.4199862,0.45067748
2025-01-16,997943.0162297995,1380025.6290066945,0.35267234,0.33861977
2025-01-17,997943.0162297995,1393881.0136909627,0.32307744,0.5192021
2025-01-21,997943.0162297995,1406639.5992920087,0.26678914,0.517105
2025-01-22,997943.0162297995,1414546.9033472561,0.2064388,0.5320968
2025-01-23,997943.0162297995,1422267.46076047,0.16444018,0.40734082
2025-01-24,997943.0162297995,1418115.6437365215,0.13397487,0.49963984
2025-01-27,997943.0162297995,1398056.0282411305,0.13897988,0.6953361
2025-01-28,997943.0162297995,1410068.514819883,0.20172393,0.37622535
2025-01-29,997943.0162297995,1403747.197073499,0.212822,0.4096599
2025-01-30,997943.0162297995,1411281.155952599,0.2456085,0.5301273
2025-01-31,997943.0162297995,1403770.7392494068,0.2480022,0.45280015
2025-02-03,997943.0162297995,1394323.9316254726,0.27498576,0.5340797
2025-02-04,997943.0162297995,1403677.4402702348,0.3137928,0.73494667
2025-02-05,997943.0162297995,1409368.6097446897,0.31495336,0.63930446
2025-02-06,997943.0162297995,1414266.9968641598,0.30479825,0.26763627
2025-02-07,997943.0162297995,1401321.766174926,0.28564864,0.37698874
2025-02-10,997943.0162297995,1410838.2024143494,0.30929554,0.28160062
2025-02-11,997943.0162297995,1411911.038327187,0.29529598,0.48342186
2025-02-12,997943.0162297995,1407362.8922861454,0.29188678,0.6243415
2025-02-13,997943.0162297995,1422220.8431794024,0.3018968,0.5799995
2025-02-14,997943.0162297995,1422150.9379896657,0.27476817,0.18401213
2025-02-18,997943.0162297995,1426326.1609371344,0.26359755,0.6326979
2025-02-19,997943.0162297995,1429685.0573806618,0.25068605,0.5401115
2025-02-20,997943.0162297995,1423737.2275777778,0.24096616,0.16264673
2025-02-21,997943.0162297995,1399385.5057001663,0.2547481,0.36871666
2025-02-24,997943.0162297995,1393017.6691945866,0.32431057,0.4175203
2025-02-25,997943.0162297995,1386090.0183369936,0.37501356,0.49484634
2025-02-26,997943.0162297995,1386789.6436037791,0.41824532,0.51198083
2025-02-27,997943.0162297995,1364653.9506971124,0.4371048,0.2672146
2025-02-28,997943.0162297995,1385950.2083311644,0.49411845,0.5488108
2025-03-03,997943.0162297995,1361668.5547427165,0.45930094,0.4210433
2025-03-04,997943.0162297995,1345550.7385993723,0.4956417,0.57472223
2025-03-05,997943.0162297995,1360012.3604889652,0.5369875,0.35412204
2025-03-06,997943.0162297995,1335870.805307322,0.5118899,0.6452841
2025-03-07,997943.0162297995,1343358.1238265103,0.5506969,0.64004236
2025-03-10,997943.0162297995,1307577.2898306437,0.5318374,0.5659608
2025-03-11,997943.0162297995,1296707.391820785,0.6017626,0.4627078
2025-03-12,997943.0162297995,1303588.5310366906,0.6455021,0.53708893
2025-03-13,997943.0162297995,1286211.2822328436,0.6336786,0.6127128
2025-03-14,997943.0162297995,1312778.837470947,0.65420645,0.3244657
2025-03-17,997943.0162297995,1322901.8810765892,0.5715874,0.44031268
2025-03-18,997943.0162297995,1308603.6181847267,0.4880254,0.32270032
