date,baseline_value,prob_value,uncertainty_aleatoric,uncertainty_epistemic
2023-07-26,997943.0162297995,1041180.9526625433,0.2165939,0.43484566
2023-07-27,997943.0162297995,1034284.3418954938,0.22645886,0.506799
2023-07-28,997943.0162297995,1044400.1868070915,0.2591003,0.5888719
2023-07-31,997943.0162297995,1046386.8164520882,0.24763952,0.5600932
2023-08-01,997943.0162297995,1043395.178873721,0.24459298,0.35773492
2023-08-02,997943.0162297995,1028893.1248427574,0.25503823,0.55883604
2023-08-03,997943.0162297995,1025947.1323666814,0.31110895,0.49901292
2023-08-04,997943.0162297995,1021310.8784735429,0.34977087,0.53440815
2023-08-07,997943.0162297995,1030217.6527109514,0.38807014,0.43367946
2023-08-08,997943.0162297995,1025741.605347214,0.3762467,0.3263842
2023-08-09,997943.0162297995,1018890.6434186108,0.38400808,0.1744518
2023-08-10,997943.0162297995,1019255.9379167942,0.40417323,0.20039874
2023-08-11,997943.0162297995,1018662.1680411154,0.4080902,0.33121318
2023-08-14,997943.0162297995,1024280.0736474842,0.4070747,0.43543264
2023-08-15,997943.0162297995,1012359.7281355308,0.38255736,0.47624606
2023-08-16,997943.0162297995,1004937.4732318972,0.40605918,0.5186151
2023-08-17,997943.0162297995,997286.9677170989,0.43420333,0.16592005
2023-08-18,997943.0162297995,997766.506507084,0.4681504,0.39779934
2023-08-21,997943.0162297995,1004252.1755814381,0.47656462,0.26714027
2023-08-22,997943.0162297995,1001534.81120095,0.451467,0.43955925
2023-08-23,997943.0162297995,1012679.2521444119,0.43877313,0.5353491
2023-08-24,997943.0162297995,998657.1901478898,0.38371795,0.643734
