agent,annualized_return,annualized_volatility,bootstrap_paths,capital_preservation_rate_95pct_hwm,device,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,test_window,ticker,timesteps,train_window,var_95,var_95_violation_rate
ppo_standalone,-0.012376321799112227,0.020220235466135057,16,0.9765580918489039,cpu,976558.0918489038,wf_2018_2019,0.03673358992410691,True,37,-0.6158903813340405,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,0.0,0.01875
ppo_with_uncertainty_guard,0.10483898871610393,0.1372044141682865,16,0.9997522397139139,cpu,1209133.544710015,wf_2018_2019,0.1930032921634134,True,37,0.7266493431423058,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.015780573852233633,0.05
ppo_standalone,-0.010275542587568388,0.04542494411656071,16,0.9650052214508151,cpu,980518.5494932606,wf_2018_2019,0.04539990415076034,True,42,-0.2273786912671838,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.004321689174321186,0.05
ppo_with_uncertainty_guard,0.09547926245950543,0.12764604323525916,16,0.9997558579063307,cpu,1189697.3566302815,wf_2018_2019,0.1728923847776137,True,42,0.7144117781023877,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.015332831701001215,0.05
ppo_standalone,-0.015116990835057314,0.017582433077859585,16,0.971402740233674,cpu,971402.7402336741,wf_2018_2019,0.03308043706641761,True,53,-0.8663351477884242,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,0.0,0.0125
ppo_with_uncertainty_guard,0.05882631975080382,0.10465769917715204,16,0.9998195058983554,cpu,1115026.519428297,wf_2018_2019,0.14547274332166138,True,53,0.5461706391808161,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.012513029721421808,0.05
ppo_standalone,-0.009216015877285762,0.015469447055010011,16,0.982518892086913,cpu,982518.892086913,wf_2018_2019,0.02857374651246869,True,67,-0.5985120893678959,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,0.0,0.016666666666666666
ppo_with_uncertainty_guard,0.10857141637019789,0.13840105298528282,16,0.9997522396922258,cpu,1216925.9316485864,wf_2018_2019,0.1934654138533427,True,67,0.7447346222254064,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.01641627919321751,0.05
ppo_standalone,-0.0041275700810485235,0.03706494289062972,16,0.9921526439419655,cpu,992152.6439419654,wf_2018_2019,0.043047110863807414,True,89,-0.1115904672846715,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.0022546899958877376,0.05
ppo_with_uncertainty_guard,0.10308357051359573,0.13513644436622463,16,0.9997522396947179,cpu,1205476.8871673467,wf_2018_2019,0.19309210613937589,True,89,0.7260024427173788,2018-01-01/2019-12-31,SPY,50000,2009-01-01/2017-12-31,-0.015683490313772804,0.05
ppo_standalone,0.0016180437743934166,0.010978560328428696,16,0.9810988807566532,cpu,1003097.114852011,wf_2020_2021,0.020193848991532648,True,7,0.14726090913499615,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,0.0,0.024896265560165973
ppo_with_uncertainty_guard,0.09400218120011589,0.08922791888921613,16,1.0,cpu,1187490.1776508433,wf_2020_2021,0.1234533108301652,True,7,1.0068881921945012,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,-0.008923123522846322,0.05186721991701245
ppo_standalone,-0.0032766140772500117,0.013149663281529297,16,0.9709521734283207,cpu,993742.1975319855,wf_2020_2021,0.02904782657167926,True,13,-0.24958466552130829,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,0.0,0.022821576763485476
ppo_with_uncertainty_guard,0.057260503101458075,0.07611783895921319,16,1.0,cpu,1112379.2748516023,wf_2020_2021,0.12200706928327831,True,13,0.7315107249249062,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,-0.0066143910107101965,0.05186721991701245
ppo_standalone,-0.022306102645341937,0.08109534413157202,16,0.9336685016915547,cpu,957769.7378760318,wf_2020_2021,0.15707929263888787,False,19,-0.2781738262680393,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,-0.0029989688668377035,0.05186721991701245
ppo_with_uncertainty_guard,0.28430446118969155,0.18572023405620197,16,1.0,cpu,1613797.7073534632,wf_2020_2021,0.19707424072645774,True,19,1.3472795996817317,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,-0.01963080757179423,0.05186721991701245
ppo_standalone,0.0025924386650800317,0.00918721333012361,16,0.9854107377102864,cpu,1004964.4191303069,wf_2020_2021,0.014589262289713578,True,23,0.28180899512973806,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,0.0,0.01867219917012448
ppo_with_uncertainty_guard,0.11149731332123902,0.1373697089811956,16,1.0,cpu,1224077.6174950828,wf_2020_2021,0.200541605002442,True,23,0.7695140062662905,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,-0.012037239772680054,0.05186721991701245
ppo_standalone,-0.02544338167064243,0.03027886001451205,16,0.928922022626149,cpu,951899.964133283,wf_2020_2021,0.07482763784989788,False,29,-0.8511722936163495,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,0.0,0.04771784232365145
ppo_with_uncertainty_guard,0.24141555740215745,0.161637690537143,16,1.0,cpu,1512290.583972891,wf_2020_2021,0.17635611141055074,True,29,1.3378816163544613,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,-0.016808483124558026,0.05186721991701245
ppo_standalone,0.003951511222191762,0.008993048632528075,16,0.9868557415272562,cpu,1007571.6768728661,wf_2020_2021,0.013144258472743808,True,37,0.4385225806825107,2020-01-01/2021-12-31,SPY,50000,2009-01-01/2019-12-31,0.0,0.02074688796680498
