date,portfolio_value,seed,agent,uncertainty
2022-02-01,1000000.0,42,ppo_with_uncertainty_guard,0.18526296
2022-02-02,1005113.6555574469,42,ppo_with_uncertainty_guard,0.18526296
2022-02-03,991608.9125411776,42,ppo_with_uncertainty_guard,0.109284334
2022-02-04,994355.2394212536,42,ppo_with_uncertainty_guard,0.20469129
2022-02-07,992316.3148048611,42,ppo_with_uncertainty_guard,0.23059572
2022-02-08,997646.7931957833,42,ppo_with_uncertainty_guard,0.2685272
2022-02-09,1007596.7779188396,42,ppo_with_uncertainty_guard,0.25187436
2022-02-10,994947.4054757904,42,ppo_with_uncertainty_guard,0.18746021
2022-02-11,981146.8916208779,42,ppo_with_uncertainty_guard,0.2562689
2022-02-14,978932.1923846104,42,ppo_with_uncertainty_guard,0.37630817
2022-02-15,990052.6911101805,42,ppo_with_uncertainty_guard,0.43436188
2022-02-16,990815.1829046279,42,ppo_with_uncertainty_guard,0.37492043
2022-02-17,976431.2535612665,42,ppo_with_uncertainty_guard,0.34034264
2022-02-18,972013.2675460125,42,ppo_with_uncertainty_guard,0.41724643
2022-02-22,964772.4685838174,42,ppo_with_uncertainty_guard,0.46292612
2022-02-23,953179.4340014424,42,ppo_with_uncertainty_guard,0.5157758
2022-02-24,962828.0334329453,42,ppo_with_uncertainty_guard,0.59557074
2022-02-25,977186.9173965604,42,ppo_with_uncertainty_guard,0.52884364
2022-02-28,975490.0954539735,42,ppo_with_uncertainty_guard,0.38116527
2022-03-01,965435.1824628724,42,ppo_with_uncertainty_guard,0.3224177
2022-03-02,977329.6092059868,42,ppo_with_uncertainty_guard,0.36000225
2022-03-03,973928.5611807164,42,ppo_with_uncertainty_guard,0.28390798
2022-03-04,968591.243838504,42,ppo_with_uncertainty_guard,0.28043863
2022-03-07,948944.3403168118,42,ppo_with_uncertainty_guard,0.3149008
2022-03-08,943941.2202478205,42,ppo_with_uncertainty_guard,0.46373564
2022-03-09,961457.0031991799,42,ppo_with_uncertainty_guard,0.5412177
2022-03-10,958427.8469340478,42,ppo_with_uncertainty_guard,0.4321646
2022-03-11,950042.9667384385,42,ppo_with_uncertainty_guard,0.39781812
2022-03-14,945370.3181726858,42,ppo_with_uncertainty_guard,0.42580414
2022-03-15,959100.2664204417,42,ppo_with_uncertainty_guard,0.454831
2022-03-16,973051.482482791,42,ppo_with_uncertainty_guard,0.35225406
2022-03-17,981347.017402268,42,ppo_with_uncertainty_guard,0.20827629
2022-03-18,988962.3508502167,42,ppo_with_uncertainty_guard,0.10084227
2022-03-21,988723.0425865192,42,ppo_with_uncertainty_guard,0.025210567
2022-03-22,997353.8494474485,42,ppo_with_uncertainty_guard,0.024054118
2022-03-23,987437.5974669852,42,ppo_with_uncertainty_guard,0.0
2022-03-24,999178.8333413656,42,ppo_with_uncertainty_guard,0.08384248
2022-03-25,1003120.7850888228,42,ppo_with_uncertainty_guard,0.07459089
2022-03-28,1008975.1548960296,42,ppo_with_uncertainty_guard,0.07933233
2022-03-29,1019051.5302126581,42,ppo_with_uncertainty_guard,0.07378138
2022-03-30,1013911.2537179413,42,ppo_with_uncertainty_guard,0.042094707
2022-03-31,1001415.5843413973,42,ppo_with_uncertainty_guard,0.087658755
2022-04-01,1003688.190773328,42,ppo_with_uncertainty_guard,0.19914034
2022-04-04,1010713.1181178491,42,ppo_with_uncertainty_guard,0.2447044
2022-04-05,1000107.3589373198,42,ppo_with_uncertainty_guard,0.23533717
2022-04-06,991778.2533221287,42,ppo_with_uncertainty_guard,0.2989418
2022-04-07,995925.8008799087,42,ppo_with_uncertainty_guard,0.37052593
2022-04-08,993690.4604960384,42,ppo_with_uncertainty_guard,0.3712198
2022-04-11,979431.5687665673,42,ppo_with_uncertainty_guard,0.37862107
2022-04-12,976393.4964373289,42,ppo_with_uncertainty_guard,0.45089906
2022-04-13,985749.8358244782,42,ppo_with_uncertainty_guard,0.48085108
2022-04-14,975461.5712051943,42,ppo_with_uncertainty_guard,0.42430076
2022-04-18,975797.0979496329,42,ppo_with_uncertainty_guard,0.4458107
2022-04-19,988974.3067450549,42,ppo_with_uncertainty_guard,0.43389928
2022-04-20,988359.0942353222,42,ppo_with_uncertainty_guard,0.34277117
2022-04-21,976111.1906963247,42,ppo_with_uncertainty_guard,0.30507097
2022-04-22,953655.3162500757,42,ppo_with_uncertainty_guard,0.3536418
2022-04-25,958297.2744640005,42,ppo_with_uncertainty_guard,0.49276248
2022-04-26,934999.0079701102,42,ppo_with_uncertainty_guard,0.50305486
2022-04-27,937195.3736965479,42,ppo_with_uncertainty_guard,0.6240193
2022-04-28,956981.1907702604,42,ppo_with_uncertainty_guard,0.62378806
2022-04-29,927326.7610442841,42,ppo_with_uncertainty_guard,0.47923204
2022-05-02,931978.2578170865,42,ppo_with_uncertainty_guard,0.57140094
