agent,annualized_return,annualized_volatility,capital_preservation_rate_95pct_hwm,drawdown_floor,fast_window,final_portfolio_value,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,slow_window,var_95,var_95_violation_rate
stop_loss_5pct,0.05418719741716899,0.12453572450922763,0.9905298271139523,0.05,20,1233202.3585271714,0.2522862240775524,True,-1,0.423733623014283,50,-0.01395429040130125,0.04995004995004995
stop_loss_10pct,0.0558964961136898,0.13315865814379257,0.9951186923772686,0.1,20,1241164.2169988686,0.29947373793493004,True,-1,0.40846086430625783,50,-0.014456163822877954,0.04995004995004995
