agent,annualized_return,annualized_volatility,bootstrap_paths,capital_preservation_rate_95pct_hwm,final_portfolio_value,fold_id,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,ticker,timesteps,uncertainty_mode,var_95,var_95_violation_rate
ppo_with_uncertainty_guard,0.13830691689402172,0.1667539851909361,0,0.9963534705261832,1654956.0226447026,test_legacy,0.1857829821593422,True,7,0.7768442497755293,SPY,10000,aleatoric,-0.015936584475287674,0.05
ppo_with_uncertainty_guard,0.1323136396673753,0.1557858882937505,0,0.9965505849493159,1621327.133502412,test_legacy,0.17235718609048145,True,19,0.7976517192073077,SPY,10000,aleatoric,-0.015095374353062584,0.05
ppo_with_uncertainty_guard,0.13726457140761558,0.16427289467244338,0,0.9963371007298905,1649070.4350347347,test_legacy,0.18714277426042536,True,42,0.7830004833699385,SPY,10000,aleatoric,-0.015845257170165803,0.05
