arm,ticker,final_portfolio_value,sharpe_ratio,max_drawdown,capital_preservation_rate_95pct_hwm
B,REGN,1235708.5693233921,0.2045579331097157,0.5515247639851615,0.6885948574486249
B,RY,1781607.3589626206,0.8528652173968263,0.22889625680669812,1.0
B,RYTM,9236322.883943437,0.9406018074053032,0.5438842654210578,0.9569155210568704
B,SAP,2050316.0989324104,0.7804119471430668,0.27007610421836975,0.7936113611250708
B,SCHB,1590760.7288824061,0.7548245283354702,0.1870604585265554,0.9967022383893405
B,SCHD,1192580.7231168165,0.3534380415976752,0.14598783788563924,0.9816664669196775
B,SCHF,1452652.3794036605,0.6487044344920512,0.19522765841033085,0.9983889337149812
B,SCHG,1836430.4081905896,0.7752862002534908,0.22394972014340686,0.9789088960738725
B,SCHK,1596058.9160178145,0.7760389357782219,0.185441432681691,0.9967648950535188
B,SCHV,1335187.0089626256,0.6166055870227873,0.1340346240551163,0.9978363551274722
B,SCHW,1274552.2514512818,0.24988284370002037,0.34189893995180043,0.9944890202593728
B,SLV,3106537.369159242,1.0433921558844035,0.23890830393253149,0.9281496740747703
B,SNY,1064173.093914229,0.09633038286920786,0.2102934901729493,0.9032694309083718
B,SPOT,3214560.542320217,0.7886051012908533,0.48031710199880956,0.7741793383694379
B,SPY,1646812.0713576032,0.7893883986693668,0.18488655352023886,0.9963510831175051
B,SPYG,1670808.3354529869,0.7374041016948154,0.21274712011115937,0.9857396463754491
B,SPYV,1443917.0349829406,0.7683777667420528,0.157250466419385,0.9982589077537096
B,SPYX,1557028.3136374485,0.7932081437402654,0.17975317397671609,0.9962311861692255
B,TAN,989807.018784728,-0.16174004727970276,0.02676816719125641,0.9873068261424951
B,TMUS,1760121.4358024872,0.6664432926710103,0.27594113009424404,0.7537023068988822
B,TSLA,1023127.5377370205,0.10432042137702463,0.05455632575751168,0.9660234808697182
B,TSM,2810185.873322863,0.7995955213898942,0.38626583498788253,0.9731026502590157
B,V,1661858.849365035,0.6297457320379554,0.1612078755107456,0.9537633283515995
B,VOO,1627326.6778041972,0.8135481146551163,0.18193010964823025,0.9965106749109078
B,VTI,1556059.60105974,0.7522764154171432,0.1840357468958863,0.9957576326403812
B,VYM,1443146.0179790158,0.7109796381563378,0.14070769463489896,0.9857483528876517
B,VYMI,1506854.154641064,0.8433042729416376,0.1745331893464448,0.9982799909199214
B,XLF,1553637.742415059,0.6511189460463915,0.15565696036508697,0.9926911017912347
B,XLI,1644397.5000642638,0.8076541112306428,0.1821160879532288,0.9960151490308069
B,XLK,1862586.181025505,0.7408395754908708,0.24449389785297737,0.9623154695207377
B,XLU,1390464.5770304045,0.5173391475718339,0.2063806130049236,0.9312426403399752
C,AAPL,1663821.131756464,0.4891351288120793,0.3298306325876959,0.9567398078075808
C,AMAT,1961593.593410608,0.48103091001125836,0.4509748971159362,0.9580369703034493
C,AMD,1600980.02687479,0.32058479995731803,0.46069192542539317,0.863242126831899
C,AMZN,1533574.5816503307,0.3520215353887646,0.3389965701519007,0.917450786730136
C,AVGO,6457562.320415741,1.1060159714818283,0.41146125754610163,0.8476617215326799
C,AXP,2188132.4437879953,0.7536440996595586,0.28713530809798227,0.9751419656946272
C,BA,1027741.3518588841,0.09243595231851692,0.29916201767359085,0.8894603902126683
C,BLK,1569338.5353751336,0.4644149746215084,0.25048194990403183,0.9094770090210555
C,BRK-B,1575303.5539233736,0.6872485482575559,0.23143080565164043,0.9282288083243547
C,C,2148340.875825261,0.7390168575163075,0.32004653050609205,0.9728810101126438
