agent,ticker,fold_id,metric,n,mean,std,median,q25,q75,min,max
ppo_standalone,SCHG,test_legacy,annualized_volatility,10,0.00895168592976269,0.0011420452566849072,0.008389577619147541,0.008389577619147541,0.008519681220341557,0.008389577619147541,0.011268460815480209
ppo_standalone,SCHG,test_legacy,sharpe_ratio,10,-0.2039517493564072,0.030920428994758605,-0.1886778632690768,-0.2038580385071298,-0.1886778632690768,-0.2872130124953473,-0.1886778632690768
ppo_standalone,SCHG,test_legacy,max_drawdown,10,0.015360945230229562,0.0008577094776079969,0.014954143744381532,0.014954143744381532,0.014954143744381532,0.014954143744381532,0.017015463957081645
ppo_standalone,SCHG,test_legacy,var_95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo_standalone,SCHG,test_legacy,var_95_violation_rate,10,0.005102040816326531,0.001734360378773056,0.004081632653061225,0.004081632653061225,0.00510204081632653,0.004081632653061225,0.009183673469387756
ppo_standalone,SCHG,test_legacy,capital_preservation_rate_95pct_hwm,10,0.9904159469405951,0.0020771732219853046,0.9914788370983826,0.9909524252345269,0.9914788370983826,0.9854688107455604,0.9914788370983826
ppo_standalone,SCHK,test_legacy,final_portfolio_value,10,997057.6762892418,1439.6693306344775,997811.8986671893,997414.5085065949,997820.2379605215,994120.2367165984,997821.6534851136
ppo_standalone,SCHK,test_legacy,annualized_return,10,-0.0007576050914481117,0.0003712921499665268,-0.0005631124998234229,-0.0006654815791994797,-0.0005609646178586911,-0.00151525239679925,-0.0005606000354963182
ppo_standalone,SCHK,test_legacy,annualized_volatility,10,0.006022862581309393,0.000866202867002089,0.005600282345140035,0.0055986032240851295,0.0057336522561402346,0.0055986032240851295,0.008011528631872404
ppo_standalone,SCHK,test_legacy,sharpe_ratio,10,-0.12136001043693771,0.03869981432289898,-0.10059603674815629,-0.11797563627388089,-0.10022251713269424,-0.2094035019313419,-0.10011779876535888
ppo_standalone,SCHK,test_legacy,max_drawdown,10,0.010047988807435959,0.0005545111352282979,0.009785032180026909,0.009785032180026909,0.009785032180026909,0.009785032180026909,0.011127163771287196
ppo_standalone,SCHK,test_legacy,var_95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo_standalone,SCHK,test_legacy,var_95_violation_rate,10,0.004693877551020408,0.0010969058160950405,0.004081632653061225,0.004081632653061225,0.004846938775510204,0.004081632653061225,0.007142857142857143
ppo_standalone,SCHK,test_legacy,capital_preservation_rate_95pct_hwm,10,0.9934159884158534,0.001525204559841328,0.9942126732384142,0.9938167165110883,0.9942209824509299,0.9905343275487185,0.9942223928695576
ppo_standalone,SCHV,test_legacy,final_portfolio_value,10,999691.1948913962,1111.2189787291688,1000202.8079036967,1000083.5428005204,1000239.9072163121,997016.3267649518,1000241.8548625464
