date,portfolio_value,agent,ticker,fold_id,seed
2020-01-02,1000000.0,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-03,1006738.4866287014,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-06,1020907.3908149784,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-07,1024020.7865459947,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-08,1028927.2372901702,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-09,1023789.5302496403,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-10,1031759.1217524316,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-13,1029657.7244131431,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-14,1036041.496094632,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-15,1034382.8929280151,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-16,1036885.3508417346,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-17,1034536.3349530157,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-21,1042247.1585739227,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-22,1035539.5514821978,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-23,1020822.8341718273,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-24,994704.8265709443,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-27,974516.4406275381,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-28,977292.945731068,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-29,944599.2578440725,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-30,948907.1766583625,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-01-31,981489.8578875435,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-03,958850.2164688779,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-04,983466.8808264968,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-05,964589.7586238952,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-06,952345.2857632414,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-07,909298.1553817362,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-10,943755.0297700372,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-11,917718.2609626327,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-12,866733.2939629201,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
2020-02-13,921058.338089849,ppo_with_uncertainty_guard,XLK,wf_2020_2021,13
